sep=;
Device ID;LBR-0013797;;
Series No;0003
Shot No;0003

Time (s);Vel (fps);Dist (m);SNR
0.000000;2359.15;0.00;-
0.008021;2341.40;5.72;29.98
0.009021;2336.41;6.43;37.87
0.010021;2334.85;7.14;39.21
0.011021;2333.26;7.85;35.81
0.012021;2331.13;8.57;36.95
0.013021;2328.58;9.28;36.82
0.014021;2331.60;9.99;37.18
0.015021;2329.82;10.70;38.14
0.016021;2325.87;11.41;35.25
0.017021;2329.38;12.11;35.24
0.018021;2323.64;12.82;36.70
0.019021;2327.10;13.53;33.70
0.020021;2322.30;14.24;35.04
0.021021;2317.50;14.95;39.17
0.022021;2317.78;15.65;27.32
0.023021;2315.37;16.36;32.07
0.024021;2316.19;17.07;35.81
0.025021;2317.04;17.77;31.85
0.026021;2316.02;18.48;28.83
0.027021;2316.04;19.18;26.97
0.028021;2313.23;19.89;29.23
0.029021;2312.88;20.60;31.29
0.030021;2312.00;21.30;30.29
0.031021;2308.07;22.00;29.98
0.032021;2306.42;22.71;29.43
0.033021;2308.28;23.41;23.71
0.034021;2304.18;24.11;28.44
0.035021;2302.70;24.82;27.07
0.036021;2304.93;25.52;22.11
0.037021;2301.69;26.22;26.64
0.038021;2300.17;26.92;27.16
0.039021;2299.31;27.62;27.71
0.040021;2298.72;28.32;25.90
0.041021;2298.11;29.02;23.62
0.042021;2293.87;29.72;25.03
0.043021;2293.69;30.42;22.20
0.044021;2294.98;31.12;21.13
0.045021;2291.46;31.82;22.71
0.046021;2289.68;32.52;22.11
0.047021;2289.69;33.22;19.73
0.048021;2288.70;33.91;19.24
0.049021;2286.53;34.61;15.41
0.050021;2286.40;35.31;15.14
0.051021;2281.96;36.01;22.80
0.052021;2281.44;36.70;27.24
0.053021;2279.18;37.40;28.27
0.054021;2281.14;38.09;26.77
0.055021;2277.35;38.79;27.18
0.056021;2277.66;39.48;21.46
0.057021;2271.75;40.17;17.99
0.059021;2264.79;41.56;13.38
0.060021;2270.93;42.25;14.56
0.061021;2272.10;42.94;13.26
0.062021;2273.25;43.63;15.35
0.063021;2268.24;44.32;16.92
0.064021;2263.38;45.01;15.09
0.065021;2265.48;45.70;11.52
0.067021;2267.99;47.09;14.59
0.068021;2265.04;47.78;15.51
0.069021;2263.07;48.47;17.78
0.070021;2257.49;49.16;14.19
0.071021;2260.68;49.85;18.62
0.072021;2257.83;50.53;18.41
0.073021;2258.26;51.22;18.87
0.074021;2255.29;51.91;15.88
0.075021;2253.59;52.60;20.76
0.076021;2251.88;53.28;20.86
0.077021;2252.46;53.97;21.08
0.078021;2249.84;54.66;21.33
0.079021;2249.18;55.34;19.36
0.080021;2247.81;56.03;17.52
0.081021;2246.81;56.71;17.77
0.082021;2248.25;57.40;15.15
0.083021;2247.77;58.08;11.04
0.084021;2245.98;58.77;14.96
0.085021;2238.38;59.45;14.06
