sep=;
Device ID;LBR-0013797;;
Series No;0009
Shot No;0009

Time (s);Vel (fps);Dist (m);SNR
0.000000;2558.23;0.00;-
0.007021;2550.90;5.46;30.15
0.008021;2550.22;6.24;32.48
0.009021;2549.93;7.02;32.74
0.010021;2548.77;7.80;30.94
0.011021;2548.06;8.57;32.72
0.012021;2546.71;9.35;30.38
0.013021;2545.30;10.13;30.24
0.014021;2544.66;10.90;30.34
0.015021;2544.40;11.68;28.82
0.016021;2543.19;12.45;28.78
0.017021;2542.30;13.23;29.24
0.018021;2539.93;14.00;29.53
0.019021;2538.48;14.78;29.43
0.020021;2541.56;15.55;27.02
0.021021;2539.10;16.32;27.91
0.022021;2537.63;17.10;27.02
0.023021;2537.68;17.87;26.79
0.024021;2536.68;18.64;25.02
0.025021;2535.28;19.42;25.18
0.026021;2534.41;20.19;24.97
0.027021;2532.99;20.96;26.01
0.028021;2530.63;21.73;24.94
0.029021;2524.68;22.50;17.56
0.030021;2528.49;23.27;24.76
0.031021;2527.21;24.04;21.68
0.032021;2529.18;24.82;24.42
0.033021;2528.60;25.59;23.26
0.034021;2526.49;26.36;22.58
0.035021;2525.18;27.13;22.78
0.036021;2527.24;27.90;20.02
0.037021;2525.11;28.67;19.43
0.038021;2523.69;29.44;16.23
0.039021;2521.06;30.20;21.90
0.040021;2518.36;30.97;23.13
0.041021;2520.96;31.74;21.79
0.042021;2521.76;32.51;16.91
0.043021;2517.81;33.28;17.71
0.044021;2518.07;34.04;16.43
0.045021;2518.34;34.81;17.50
0.046021;2517.71;35.58;16.79
0.047021;2518.71;36.35;9.95
0.048021;2519.65;37.12;12.13
0.049021;2513.18;37.88;19.43
0.050021;2510.84;38.65;21.90
0.051021;2510.93;39.41;20.61
0.052021;2509.10;40.18;21.67
0.053021;2508.15;40.94;22.00
0.054021;2508.86;41.71;21.00
0.055021;2507.76;42.47;18.07
0.056021;2502.94;43.24;15.07
0.057021;2508.36;44.00;13.74
0.059021;2500.46;45.53;13.33
0.060021;2509.76;46.29;14.94
0.061021;2505.00;47.05;8.23
0.062021;2505.01;47.82;10.93
0.063021;2502.52;48.58;12.38
0.064021;2497.48;49.34;8.85
0.065021;2494.17;50.10;8.19
0.067021;2504.44;51.63;12.93
0.068021;2499.01;52.39;8.53
0.069021;2495.26;53.15;17.91
0.070021;2492.84;53.91;17.63
0.071021;2491.81;54.67;17.39
0.072021;2491.85;55.43;17.69
0.073021;2489.46;56.19;20.12
0.074021;2490.79;56.95;18.61
0.075021;2491.03;57.71;18.41
0.076021;2486.75;58.47;20.29
0.077021;2488.38;59.22;20.27
0.078021;2485.34;59.98;17.36
