sep=;
Device ID;LBR-0013797;;
Series No;0009
Shot No;0007

Time (s);Vel (fps);Dist (m);SNR
0.000000;2658.13;0.00;-
0.007021;2650.19;5.68;27.01
0.008021;2649.62;6.48;26.87
0.009021;2648.98;7.29;27.37
0.010021;2648.05;8.10;26.03
0.011021;2645.85;8.90;24.95
0.012021;2645.18;9.71;25.00
0.013021;2645.02;10.52;22.68
0.014021;2644.54;11.32;24.40
0.015021;2644.91;12.13;22.50
0.016021;2641.35;12.94;24.19
0.017021;2646.00;13.74;19.03
0.018021;2636.74;14.55;23.46
0.019021;2641.37;15.35;20.23
0.020021;2638.12;16.16;21.82
0.021021;2637.52;16.96;19.72
0.022021;2637.53;17.76;18.92
0.023021;2636.44;18.57;17.89
0.024021;2632.91;19.37;19.08
0.025021;2631.68;20.17;18.54
0.026021;2629.62;20.97;18.07
0.027021;2632.17;21.78;14.16
0.028021;2627.26;22.58;17.03
0.029021;2625.15;23.38;14.75
0.030021;2628.75;24.18;18.73
0.031021;2627.46;24.98;16.18
0.032021;2627.68;25.78;16.50
0.033021;2625.45;26.58;15.42
0.034021;2623.87;27.38;9.21
0.035021;2620.85;28.18;12.16
0.036021;2621.34;28.98;13.50
0.037021;2619.52;29.78;18.72
0.038021;2620.65;30.58;16.31
0.039021;2618.53;31.38;11.51
0.040021;2620.40;32.17;10.76
0.041021;2621.76;32.97;7.53
0.043021;2620.82;34.57;9.25
0.045021;2608.35;36.16;11.85
0.046021;2607.78;36.96;13.64
0.047021;2612.69;37.75;11.01
0.048021;2608.83;38.55;14.58
0.049021;2608.37;39.35;14.60
0.050021;2606.30;40.14;13.97
0.052021;2590.61;41.72;8.69
0.057021;2595.13;45.68;9.17
0.058021;2596.05;46.47;7.02
0.062021;2588.33;49.63;10.14
0.063021;2598.73;50.42;8.12
0.064021;2600.01;51.21;10.52
0.065021;2592.23;52.00;14.89
0.066021;2590.73;52.79;15.31
0.067021;2591.27;53.58;14.85
0.068021;2593.61;54.37;12.97
0.069021;2590.03;55.16;14.35
0.070021;2587.89;55.95;9.93
0.071021;2586.59;56.74;11.64
0.072021;2591.79;57.53;9.38
0.073021;2591.27;58.32;9.02
0.074021;2588.79;59.11;8.18
