sep=;
Device ID;LBR-0013797;;
Series No;0007
Shot No;0001

Time (s);Vel (fps);Dist (m);SNR
0.000000;3029.28;0.00;-
0.006021;3017.27;5.54;37.94
0.007021;3015.77;6.46;36.23
0.008021;3014.48;7.38;36.22
0.009021;3012.87;8.30;33.93
0.010021;3010.64;9.22;34.28
0.011021;3009.26;10.14;33.39
0.012021;3007.76;11.05;31.68
0.013021;3006.55;11.97;32.08
0.014021;3005.00;12.89;29.94
0.015021;3001.70;13.80;28.96
0.016021;3000.36;14.72;29.18
0.017021;2999.97;15.63;28.00
0.018021;2996.81;16.54;28.69
0.019021;2996.00;17.46;27.74
0.020021;2994.30;18.37;25.76
0.021021;2992.71;19.28;25.05
0.022021;2991.56;20.19;25.56
0.023021;2988.52;21.11;26.32
0.024021;2984.64;22.02;26.11
0.025021;2974.54;22.92;18.08
0.026021;2980.27;23.83;23.41
0.027021;2980.25;24.74;23.53
0.028021;2979.86;25.65;22.70
0.029021;2979.83;26.56;22.59
0.030021;2976.31;27.46;23.36
0.031021;2975.27;28.37;19.97
0.032021;2974.60;29.28;18.29
0.033021;2977.86;30.19;13.54
0.034021;2968.51;31.09;21.68
0.035021;2967.99;32.00;20.94
0.036021;2964.81;32.90;17.99
0.037021;2965.64;33.80;18.71
0.038021;2964.16;34.71;14.67
0.039021;2961.76;35.61;16.30
0.040021;2962.01;36.51;14.52
0.041021;2960.78;37.42;12.92
0.042021;2958.79;38.32;13.23
0.043021;2955.40;39.22;16.17
0.044021;2953.65;40.12;17.64
0.045021;2949.77;41.02;20.74
0.046021;2949.48;41.92;19.82
0.047021;2948.05;42.82;16.54
0.048021;2947.97;43.72;16.50
0.049021;2942.67;44.61;12.62
0.050021;2944.96;45.51;12.77
0.052021;2936.83;47.30;8.63
0.053021;2931.27;48.20;9.09
0.054021;2938.62;49.09;12.15
0.055021;2935.93;49.99;10.80
0.057021;2934.27;51.78;8.84
0.058021;2931.03;52.67;8.80
0.060021;2942.24;54.46;7.20
