row_id,id,event_date,firearm_name,range_name,rounds_fired,ammo_description,notes,created,modified
500,01KWG95P5CQM6BE6X5TVCSW8DB,2021-10-19 20:05:22.4766363,MRA Renegade 6.5 Grendel,SPFGA,7,Federal Fusion 120gr,Zeroed for 100m. +6C.  2500fps on the Labradar,2026-07-02 02:05:22.4770008+00:00,2026-07-02 02:05:22.4770026+00:00
501,01KWG95P5EVPZCD074DR5MRNWZ,2021-10-19 20:05:22.4772396,SKS,SPFGA,70,Romanian 7.62x39,Shooting at 100.  Adjusted the zero for 100m,2026-07-02 02:05:22.478693+00:00,2026-07-02 02:05:22.4786949+00:00
502,01KWG95P5G58G2WRMG8ZH6QWSV,2021-10-23 20:05:22.4789399,SKS,SPFGA,70,Romanian 7.62x39,"Just blasting at the 50m.  Seems to be about 3"""" ~ 4"""" high.",2026-07-02 02:05:22.4808148+00:00,2026-07-02 02:05:22.4808174+00:00
503,01KWG95P5KT78HM9MGE66235KA,2021-10-04 20:05:22.4810765,Remington 597,Drumheller,300,Unknown .22LR,Mapleseed loaner,2026-07-02 02:05:22.4838002+00:00,2026-07-02 02:05:22.4838047+00:00
504,01KWG95P5NKHPE6ACFVCR2JTF6,2021-10-29 20:05:22.4841778,M96,SPFGA,30,"140gr Hornady SST, D-4895 & OCW test",Seemed to like 37gr & 37.6gr,2026-07-02 02:05:22.4859281+00:00,2026-07-02 02:05:22.4859313+00:00
505,01KWG95P5QMP3C3FN98EKQE7NW,2021-10-29 20:05:22.4862283,M96,SPFGA,15,S&B 196gr ,Zered at 100m.  POI seemed to rise as the barrel got hot (?),2026-07-02 02:05:22.4874928+00:00,2026-07-02 02:05:22.4874948+00:00
506,01KWG95P5RQK7483N18TEMRD48,2021-10-29 20:05:22.4877538,MRA Renegade 6.5 Grendel,SPFGA,5,Federal Fusion 120gr,Sub MOA group.  BUT the Vortex scope seems to be off centre.,2026-07-02 02:05:22.4881735+00:00,2026-07-02 02:05:22.4881752+00:00
507,01KWG95P5RQK7483N18TEMRD4G,2021-10-31 20:05:22.4883923,MRA Renegade 6.5 Grendel,SPFGA,7,Federal Fusion 120gr,"Mounted the SWFA 6x scope,zeroing",2026-07-02 02:05:22.4888115+00:00,2026-07-02 02:05:22.488813+00:00
508,01KWG95P5S2MKDRTDBE5YEW2R1,2021-10-31 20:05:22.4890345,MRA Renegade 6.5 Grendel,SPFGA,20,"123gr Hornaday SST, 25.5gr D-4895",Zeroing @ 100.  Groups were about 2~3 MOA in size.,2026-07-02 02:05:22.4894917+00:00,2026-07-02 02:05:22.4894933+00:00
509,01KWG95P5TDZZRBSG130VHYE2R,2021-11-28 20:05:22.4897172,M96,SPFGA,40,142gr SMK.  OCW testing with D-4895,"",2026-07-02 02:05:22.4908281+00:00,2026-07-02 02:05:22.4908299+00:00
510,01KWG95P5VM3XZ8F84DPE0DX84,2021-12-12 20:05:22.4910753,MRA Renegade 6.5 Grendel,SPFGA,47,Assorted load testing with 123gr and 85gr,Rifle is basically zeroed for 123 gr.  The 85gr required a scope adjustment of down 2.25MOA.,2026-07-02 02:05:22.4915693+00:00,2026-07-02 02:05:22.4915708+00:00
511,01KWG95P5WT2TRY2CVD2H378KF,2022-01-27 20:05:22.4917835,MRA Renegade 6.5 Grendel,SPFGA,28,"123gr Hornady SST, BL-C(2)",OCW. Plateau around 29.3gr.  29.1gr had the best group,2026-07-02 02:05:22.4923204+00:00,2026-07-02 02:05:22.492322+00:00
512,01KWG95P5XWNYYTMYZB5C13FCN,2022-01-27 20:05:22.4926654,MRA Renegade 6.5 Grendel,SPFGA,5,123gr Hornady Black,Velocity testing. 2541 fps. MR: 1MOA.  Group size 2MOA,2026-07-02 02:05:22.4933007+00:00,2026-07-02 02:05:22.4933023+00:00
513,01KWG95P5YE24QZS6WKA5NNAGH,2022-01-27 20:05:22.4935447,M96,SPFGA,20,142gr SMK; 37.6gr D-4895,Looking at the velocities with OAL testing.,2026-07-02 02:05:22.4947326+00:00,2026-07-02 02:05:22.4947343+00:00
514,01KWG95P62PMT21H8E7TV51R1N,2022-01-31 20:05:22.4949773,G41,Wild West,110,230gr CamPro; 4.5gr Bullseye,Rezeroed RDS to 10y,2026-07-02 02:05:22.4981418+00:00,2026-07-02 02:05:22.4981446+00:00
515,01KWG95P64517BCBJZZHZK95E8,2022-02-06 20:05:22.4984166,M96,SPFGA,6,"142gr SMK; 37.6gr D-4895; 2.640"""" CBT",Calibrating the ShotMaker. 2.640CBTO was jam length.  Some rounds were hard to chamber.,2026-07-02 02:05:22.5003833+00:00,2026-07-02 02:05:22.500387+00:00
516,01KWG95P67H0RRQ36DJBEY3SCH,2022-02-06 20:05:22.5007117,Grey Birch 10/22,SPFGA,100,CCI SV,100m.  +10MOA. Wind was between 2MOA and 6MOA,2026-07-02 02:05:22.503366+00:00,2026-07-02 02:05:22.5033687+00:00
517,01KWG95P6AVPCHYXW8610P9PKM,2022-02-06 20:05:22.5036701,Grey Birch 10/22,SPFGA,20,Sterling Cross,100m. +9MOA. Was was between 2MOA and 6MOA,2026-07-02 02:05:22.5061868+00:00,2026-07-02 02:05:22.5061893+00:00
518,01KWG95P6BT8NGEQX49T0PG1ED,2022-02-12 20:05:22.506483,M96,SPFGA,20,"142gr SMK;37.6gr D-4895;2.620"""" CBTO",100m zero.  +1.5MOA @200m. Was getting just a touch over 1MOA.,2026-07-02 02:05:22.5078143+00:00,2026-07-02 02:05:22.5078163+00:00
519,01KWG95P6EFQ3FDNEA1ADQ7GZ6,2022-02-12 20:05:22.5080922,Israeli 98k,SPFGA,17,"170gr Speer, 46gr D-4895","Tried to put a 200m zero, but the vertical dispersion was crazy.",2026-07-02 02:05:22.5100576+00:00,2026-07-02 02:05:22.5100598+00:00
520,01KWG95P6H5NRSBW5S2WZYTR87,2022-02-14 20:05:22.5103461,G41,Wild West,102,230gr CamPro; 4.5gr HP-38,"Shooting groups at 15yards. Then shot 3"""" circle with one round (one at a time). There were 3 circles.",2026-07-02 02:05:22.51336+00:00,2026-07-02 02:05:22.5133628+00:00
521,01KWG95P6KTH2JB8M36Z0A32WQ,2022-02-17 20:05:22.5136428,M96,SPFGA,23,"142gr SMK;37.6gr D-4895;2.620"""" CBTO","Checking zero @ 100.  Was hoping to collect MV at -14C, but forgot the Labradar.  I did notice that when the barrel got hot, the POI dropped a couple of inches and to the right.",2026-07-02 02:05:22.5151403+00:00,2026-07-02 02:05:22.5151422+00:00
522,01KWG95P6P3P91QC3P76EQEJGD,2022-02-17 20:05:22.5154778,Grey Birch 10/22,SPFGA,100,CCI SV,Rezeroed for 50m.  There was +4.25 on the dial when I did so.  That means that the 100m DOPE is +6.5MOA or so.,2026-07-02 02:05:22.5182671+00:00,2026-07-02 02:05:22.5182701+00:00
523,01KWG95P6RDHFEZ5VA9J3M76NC,2022-02-28 20:05:22.5185835,G17,Wild West,191,124gr CamPro; 4.5gr HP-38,Zero'd for 15m,2026-07-02 02:05:22.5200783+00:00,2026-07-02 02:05:22.5200802+00:00
524,01KWG95P6S95S1Y8WDGVKK9VYZ,2022-03-14 20:05:22.5203624,G17,Wild West,150,124gr CamPro; 4.5gr HP-38,Shooting at 8 & 15.  Trying to shoot fast.  Meh.,2026-07-02 02:05:22.5219747+00:00,2026-07-02 02:05:22.5219767+00:00
525,01KWG95P6TJVT3KVZR93385NHC,2022-04-02 20:05:22.5222421,MRA Renegade 6.5 Grendel,SPFGA,5,123gr Horandy Black,Testing for sticky bolt.  It's still sticky.  :(,2026-07-02 02:05:22.5228899+00:00,2026-07-02 02:05:22.5228917+00:00
526,01KWG95P6VRS86ZQFHVQCENHQM,2022-04-03 20:05:22.5231438,Stevens 284Win,CHAS,4,"168gr Hornady Moly, 55.5gr H4831",Zeroing,2026-07-02 02:05:22.5235037+00:00,2026-07-02 02:05:22.5235054+00:00
527,01KWG95P6WN05RNK93QJSQXSAR,2022-04-03 20:05:22.5237848,Stevens 284Win,CHAS,12,"180gr Hornady ELD Match, 50.5gr H4831",Zeroing,2026-07-02 02:05:22.5241581+00:00,2026-07-02 02:05:22.5241598+00:00
528,01KWG95P6Z1JD0HKW8YN1VSWME,2022-04-03 20:05:22.5243875,Grey Birch 10/22,CHAS,81,CCI SV,Groups @ 100m.  +6.5MOA/+1.25MOA,2026-07-02 02:05:22.5270618+00:00,2026-07-02 02:05:22.5270642+00:00
529,01KWG95P719DD9G8EN9H0AGYKY,2022-04-03 20:05:22.5273345,Israeli 98k,CHAS,10,"180gr Barnes Match Burners, 46.0gr D-4895",Adriel shot 5 to confirm grouping.  I shoot the next.  Adjustment is +1MOA/-1.75,2026-07-02 02:05:22.5294407+00:00,2026-07-02 02:05:22.5294432+00:00
530,01KWG95P73NV348KE960D8XYSZ,2022-04-24 20:05:22.529806,M96,SPFGA,21,"142gr SMK;37.6gr D-4895;2.620"""" CBTO","Shooting at 300.  IIRC, it was +7MOA.  The groups really opened as the barrel headed up.  The first 5 rounds would group well, then it was all over the place",2026-07-02 02:05:22.5318199+00:00,2026-07-02 02:05:22.5318239+00:00
531,01KWG95P75TWQJ2Y6N9T3AWGFX,2022-04-24 20:05:22.5321904,Stevens 284Win,SPFGA,34,"168gr Hornady Moly, 55.5gr H4831","300m.  Mini-F class match. Shooting off Darren's ammo. Best score was 48.1/50, worst was 31.2.  Really need to build up the stock to get a cheek weld.",2026-07-02 02:05:22.5330187+00:00,2026-07-02 02:05:22.5330221+00:00
532,01KWG95P763K3MAV050K6G9FFE,2022-04-27 20:05:22.5333458,M96,SPFGA,10,"142gr SMK;37.6gr D-4895;2.620"""" CBTO",Zeroed for 100m.  Gathering velocity data,2026-07-02 02:05:22.5349356+00:00,2026-07-02 02:05:22.5349376+00:00
533,01KWG95P77WHE3MYNXM88YWK06,2022-04-27 20:05:22.5352176,Stevens 284Win,SPFGA,4,"168gr Hornady Moly, 55.5gr H4831",Zeroing at 100m. 58% Humidity.  9C. baro 921 mb,2026-07-02 02:05:22.5356855+00:00,2026-07-02 02:05:22.5356875+00:00
534,01KWG95P784YKWWJCB21TJP73E,2022-04-27 20:05:22.5359473,Stevens 284Win,SPFGA,33,"180gr Horndy ELDM, N555, 2.488"""" CBTO",OCW testing/gather velocity data.  58% humidity.  9C. Baro 921 mb,2026-07-02 02:05:22.5364025+00:00,2026-07-02 02:05:22.5364041+00:00
535,01KWG95P79C45WG2QEQWKMTHSE,2022-05-18 20:05:22.5366661,Stevens 284Win,SPFGA,34,"180gr Horndy ELDM, 49.8gr N555, 2.488"""" CBTO",Mini-F class.  +11C.  Used +4.5MOA.  Score:  48.3/49.3/48.3,2026-07-02 02:05:22.5371579+00:00,2026-07-02 02:05:22.5371596+00:00
536,01KWG95P7C451NHAGEZM0J0KMK,2022-05-18 20:05:22.5373931,Grey Birch 10/22,SPFGA,52,CCI SV,"Just practicing an MQT. Rifle was very dirty, needs cleaning.",2026-07-02 02:05:22.5402126+00:00,2026-07-02 02:05:22.540215+00:00
537,01KWG95P7C451NHAGEZM0J0KMW,2022-06-01 20:05:22.5404823,MRA Maverick .308 - barrel swap,"",487,"",Moved the barrel over from the STAG-10,2026-07-02 02:05:22.5408345+00:00,2026-07-02 02:05:22.5408361+00:00
538,01KWG95P7DDZN971Z8CHS9FD9E,2022-06-01 20:05:22.5410736,STAG-10,"",-487,"",Moved the barrel over to the MRA Maverick .308,2026-07-02 02:05:22.5417253+00:00,2026-07-02 02:05:22.541727+00:00
539,01KWG95P7E4XEW9YNJBYJ3BCRC,2022-06-04 20:05:22.5419723,Stevens 284Win,SPFGA,10,"180gr Horndy ELDM, 49.8gr N555, 2.451"""" CBTO",Gathering muzzle velocity,2026-07-02 02:05:22.5425106+00:00,2026-07-02 02:05:22.5425123+00:00
540,01KWG95P7F8G8WMNTAX03HXE88,2022-06-04 20:05:22.5427691,Stevens 284Win,SPFGA,7,"180gr SMK, 49.8gr N555, ",Gathering muzzle velocity,2026-07-02 02:05:22.5433463+00:00,2026-07-02 02:05:22.5433479+00:00
541,01KWG95P7F8G8WMNTAX03HXE8H,2022-06-04 20:05:22.5435651,MRA Maverick .308,SPFGA,15,Assorted handloads,Trying to zero.  Light primer strikes on many rounds.,2026-07-02 02:05:22.5438792+00:00,2026-07-02 02:05:22.5438808+00:00
542,01KWG95P7K4586WTJAF8HYDG4J,2022-06-04 20:05:22.544111,G41,SPFGA,40,230gr CamPro; 4.1gr Bullseye,Dueling trill.  Needs more poweder,2026-07-02 02:05:22.5475566+00:00,2026-07-02 02:05:22.54756+00:00
543,01KWG95P7MJQNTXASX9KZRSP9G,2022-06-04 20:05:22.5478565,MRA Renegade 6.5 Grendel,SPFGA,1,123gr Hornady Black,"Cleaned and lube, then test fired.  Still has very hard extractions.\",2026-07-02 02:05:22.548585+00:00,2026-07-02 02:05:22.548587+00:00
544,01KWG95P7N6SZJXQK2406P1ZMD,2022-06-08 20:05:22.5488426,MRA Maverick .308,SPFGA,20,150gr Campro; ?? IMR-4895,"Zeroing for 100m, gathering MV.  Windage might be out.",2026-07-02 02:05:22.5492098+00:00,2026-07-02 02:05:22.5492115+00:00
545,01KWG95P7PFWT45E752RTKWGA7,2022-06-08 20:05:22.549556,MRA Maverick .308,SPFGA,18,Norinco Copper washed,"Breaking in, testing the new firing pin.",2026-07-02 02:05:22.5501353+00:00,2026-07-02 02:05:22.550138+00:00
546,01KWG95P7RDVJW22XTA4CE08RE,2022-06-12 20:05:22.5504275,SKS,SPFGA,120,Norinco Copper washed,Multi-gun,2026-07-02 02:05:22.5523999+00:00,2026-07-02 02:05:22.5524025+00:00
547,01KWG95P7VZ27F57WVA901DPKP,2022-06-12 20:05:22.5526999,G41,SPFGA,140,230gr Campro,Multi-gun,2026-07-02 02:05:22.5558467+00:00,2026-07-02 02:05:22.5558489+00:00
548,01KWG95P7X9XV26DK4J2A9YGPD,2022-06-12 20:05:22.5562788,G17,SPFGA,120,??,Multi-gun - Sophia was shooting,2026-07-02 02:05:22.5578805+00:00,2026-07-02 02:05:22.5578824+00:00
549,01KWG95P80JYWJNGHY9HC10PHQ,2022-06-16 20:05:22.558153,Grey Birch 10/22,SPFGA,40,CCI SV,Shooing some groups from the bench.,2026-07-02 02:05:22.5609036+00:00,2026-07-02 02:05:22.5609062+00:00
550,01KWG95P82GCHBGQMDA3DRGZRN,2022-06-23 20:05:22.5612171,Stevens 284Win,AFRA,73,"180gr Hornady ELDM, 49.8gr N555, 2.588""""",First F-Class match.  ,2026-07-02 02:05:22.5620947+00:00,2026-07-02 02:05:22.5620966+00:00
551,01KWG95P82GCHBGQMDA3DRGZRX,2022-08-01 20:05:22.5624074,MRA Maverick .308,SPFGA,10,"147gr CamPro, 45gr D-4895","100m. Pressure looked good.  Could blow out the 1"""" square from bench w/rest",2026-07-02 02:05:22.5628658+00:00,2026-07-02 02:05:22.5628676+00:00
552,01KWG95P83B5VTWNW8JMTGTGTM,2022-08-01 20:05:22.5631039,MRA Maverick .308,SPFGA,20,"147gr CamPro, 44.5? gr of X-4895",100m.  Worse groups,2026-07-02 02:05:22.5636116+00:00,2026-07-02 02:05:22.5636135+00:00
553,01KWG95P87ADYRZGPJPN8Z8BFH,2022-08-01 20:05:22.5638391,Grey Birch 10/22,SPFGA,40,CCI SV,Braeden shooting groups at 50,2026-07-02 02:05:22.5670742+00:00,2026-07-02 02:05:22.5670778+00:00
554,01KWG95P8AHGKPZZK33DXA7E7Q,2022-08-01 20:05:22.5674226,Grey Birch 10/22,SPFGA,100,Sterling Cross,Braeden & I shooting groups at 50,2026-07-02 02:05:22.5703798+00:00,2026-07-02 02:05:22.5703825+00:00
555,01KWG95P8CQ13N0PTHE4GH043R,2022-08-01 20:05:22.5707353,G17,SPFGA,100,Mystery handloads,Teaching Braeden to use a holster.,2026-07-02 02:05:22.5724108+00:00,2026-07-02 02:05:22.5724128+00:00
556,01KWG95P8DNVYFJ81XZ7D2HT7M,2022-09-18 20:05:22.5727071,MRA Maverick .308,SPFGA,10,Norinco Copper washed,Collecting velocity,2026-07-02 02:05:22.573244+00:00,2026-07-02 02:05:22.5732458+00:00
557,01KWG95P8ES9C3X95WTD0H3016,2022-09-19 20:05:22.5735113,MRA Maverick .308,SPFGA,10,"147gr CamPro, 45gr D-4895",Collecting velocity,2026-07-02 02:05:22.5740681+00:00,2026-07-02 02:05:22.5740698+00:00
558,01KWG95P8F17632EW3SMJS1CKY,2022-09-19 20:05:22.5746199,MRA Maverick .308,SPFGA,5,"130gr TSX, 45gr D-4895",Checking zero @ 100. Collecting velocity.,2026-07-02 02:05:22.5752566+00:00,2026-07-02 02:05:22.5752584+00:00
559,01KWG95P8F17632EW3SMJS1CM7,2022-09-19 20:05:22.5755839,MRA Renegade 6x45,SPFGA,10,"70gr Hornady, 23.4gr D-4895",Put a rough zero at 100.  Collecint velocity.,2026-07-02 02:05:22.57598+00:00,2026-07-02 02:05:22.5759819+00:00
560,01KWG95P8G6ABNDJ6ARCTDDPR3,2022-10-06 20:05:22.5762387,MRA Maverick .308,SPFGA,5,"175gr Berger, 42gr D-4895",2500fps,2026-07-02 02:05:22.5768956+00:00,2026-07-02 02:05:22.5768974+00:00
561,01KWG95P8J3875ARVM3FQFRH9E,2022-10-06 20:05:22.5772098,MRA Maverick .308,SPFGA,12,"165gr Nosler, 42gr D-4895",2731fps,2026-07-02 02:05:22.5781181+00:00,2026-07-02 02:05:22.5781203+00:00
562,01KWG95P8KG6N8PA7QJF6D3W8Y,2022-10-06 20:05:22.5783719,MRA Maverick .308,SPFGA,5,150gr Winchester soft point,"",2026-07-02 02:05:22.5790953+00:00,2026-07-02 02:05:22.5790974+00:00
563,01KWG95P8N8KWEQ74EYA0AMXTZ,2022-10-06 20:05:22.5793487,Israeli 98k,SPFGA,10,"195gr Hornady Interlock, 43gr D-4895",Keyholing. Pull the batch,2026-07-02 02:05:22.5812387+00:00,2026-07-02 02:05:22.5812406+00:00
564,01KWG95P8N8KWEQ74EYA0AMXV8,2022-10-06 20:05:22.5815625,G44,SPFGA,180,CCI SV,Seems to be shooting high and to the left.,2026-07-02 02:05:22.5819181+00:00,2026-07-02 02:05:22.5819199+00:00
565,01KWG95P8PHJC44WHZAQAHMH5D,2022-10-23 20:05:22.5822078,MRA Renegade 6x45,SPFGA,5,"75gr A-Max, 27.65 gr BL-C(2)","",2026-07-02 02:05:22.5825372+00:00,2026-07-02 02:05:22.5825389+00:00
566,01KWG95P8QKBK23NV8AH2GMJND,2022-10-23 20:05:22.5829135,MRA Renegade 6x45,SPFGA,5,"80gr A-Max, 26.5 gr BL-C(2)","",2026-07-02 02:05:22.5833172+00:00,2026-07-02 02:05:22.5833189+00:00
567,01KWG95P8QKBK23NV8AH2GMJNN,2022-10-23 20:05:22.5835719,MRA Renegade 6x45,SPFGA,5,"95gr A-Max, 25.24 gr BL-C(2)",Some pressure signs (primers backed out of the pocket),2026-07-02 02:05:22.5840008+00:00,2026-07-02 02:05:22.5840025+00:00
568,01KWG95P8T95JTRMH5QKZR8XK3,2022-10-23 20:05:22.5842255,Israeli 98k,SPFGA,10,"170gr Speer, 46.0gr D-4895","Was incredibily low, 24MOA or so?!",2026-07-02 02:05:22.5864909+00:00,2026-07-02 02:05:22.5864932+00:00
569,01KWG95P8VWQM6GDMJNR9ECYCB,2022-10-23 20:05:22.5870014,MRA Maverick .308,SPFGA,5,"147gr Campro, 45gr D-4895",Roland trying it out.,2026-07-02 02:05:22.5877624+00:00,2026-07-02 02:05:22.5877643+00:00
570,01KWG95P8W9M7CFM7H5GVCDR0C,2022-10-23 20:05:22.5880163,MRA Renegade 6x45,SPFGA,8,"75gr A-Max, D-4895",Roland trying it out.,2026-07-02 02:05:22.5885063+00:00,2026-07-02 02:05:22.588508+00:00
571,01KWG95P8XHF5W00PVGQF07M6X,2022-11-12 20:05:22.5888168,G44,Phoenix,240,CCI SV,"Adjusted for height, but still shooting way left: ~ 2"""" @ 10 yards",2026-07-02 02:05:22.5891859+00:00,2026-07-02 02:05:22.5891876+00:00
572,01KWG95P903CZKMXBPKREH9H87,2022-11-12 20:05:22.5894137,G41,Phoenix,80,"230gr Campro, 4.1gr Bullseye","10 yards, slow fire.",2026-07-02 02:05:22.5929654+00:00,2026-07-02 02:05:22.5929689+00:00
573,01KWG95P95YEZ7VPN3XBHQY197,2023-01-29 20:05:22.5941895,Grey Birch 10/22,Phoenix,160,CCI & Sterling Cross,Shooting at 40 yards. No agenda,2026-07-02 02:05:22.5975522+00:00,2026-07-02 02:05:22.5975554+00:00
574,01KWG95P96HZQG4NAQQKPAAGAZ,2023-01-29 20:05:22.5978713,Mapleseed 10/22 #1,Phoenix,120,Sterling Cross,Shooting at 40 yards. No agenda,2026-07-02 02:05:22.5982777+00:00,2026-07-02 02:05:22.5982795+00:00
575,01KWG95P9727V3FYFGVGSPCNAR,2023-02-26 20:05:22.5985598,MRA Renegade 6x45,SPFGA,38,Assorted handloads with BL-C(2),Gathering velocities on several different handloads,2026-07-02 02:05:22.5990724+00:00,2026-07-02 02:05:22.5990743+00:00
576,01KWG95P9ABZ1N5REDJJTWW38G,2023-03-26 20:05:22.5993812,Remington 597,Phoenix,40,Aguila 40gr,-1.25MOA / +1 MOA.  Adjusted the windage after this.,2026-07-02 02:05:22.6020307+00:00,2026-07-02 02:05:22.6020335+00:00
577,01KWG95P9CJEH7EAW2K8V6BMPW,2023-03-26 20:05:22.6024045,Remington 597,Phoenix,30,CCI SV,"-2.0 MOA / +1 MOA.  Adjusted the windage.  CCI SV seemed to be """"better"""" for precision & accuracy.",2026-07-02 02:05:22.6049798+00:00,2026-07-02 02:05:22.6049819+00:00
578,01KWG95P9G46MN09NYZYFDPZGC,2023-03-26 20:05:22.605261,Grey Birch 10/22,Phoenix,80,Aguila 40gr,-2.25MOA / +2.5MOA.,2026-07-02 02:05:22.6080302+00:00,2026-07-02 02:05:22.6080324+00:00
579,01KWG95P9MSNJEVJ5GXMR2ZTVH,2023-03-26 20:05:22.6083931,Grey Birch 10/22,Phoenix,30,CCI SV,-2.0 MOA / +2.0 MOA.,2026-07-02 02:05:22.6122425+00:00,2026-07-02 02:05:22.6122473+00:00
580,01KWG95P9NS64383A0VVTPJ2WN,2023-04-02 20:05:22.6126732,MRA Renegade 6x45,SPFGA,9,"75gr A-MAX, 28.4gr BL-C(2)","2931fps, SD 16.  ~ 5MOA too high, seemed like poor groups too",2026-07-02 02:05:22.6132782+00:00,2026-07-02 02:05:22.6132802+00:00
581,01KWG95P9PXTKV3TFJA6SRM965,2023-04-02 20:05:22.6136074,MRA Renegade 6x45,SPFGA,10,"80gr Barnes TTSX, 25.2gr BL-C(2)","2492fps, SD 17. 100m zero",2026-07-02 02:05:22.6142182+00:00,2026-07-02 02:05:22.6142199+00:00
582,01KWG95P9QW9Y8SS8MN57857SC,2023-04-02 20:05:22.6144624,MRA Renegade 6x45,SPFGA,9,"75gr A-MAX, 25.2gr BL-C(2)","2625fps, SD 40.  100m zero",2026-07-02 02:05:22.6150808+00:00,2026-07-02 02:05:22.6150825+00:00
583,01KWG95P9QW9Y8SS8MN57857SM,2023-04-02 20:05:22.615313,Stevens 284Win,SPFGA,13,"180gr Hornady ELDM, 50.5gr H4831","2630fps,  SD 10.  100m zero. POI was 2MOA right.",2026-07-02 02:05:22.6159959+00:00,2026-07-02 02:05:22.6159977+00:00
584,01KWG95P9SKW1BE41B7TZ32EPY,2023-04-02 20:05:22.6162385,Stevens 284Win,SPFGA,24,"180gr Hornady ELDM, assorted RL19",Load testing w/ RL-19,2026-07-02 02:05:22.6171281+00:00,2026-07-02 02:05:22.6171301+00:00
585,01KWG95P9TF8QN8THQYCX9H2C8,2023-04-07 20:05:22.6174059,MRA Maverick .308,SPFGA,20,"147gr CamPro, 45gr x-4895",Shotmarker familiarization,2026-07-02 02:05:22.6181684+00:00,2026-07-02 02:05:22.6181707+00:00
586,01KWG95P9VWVG6S0B9ZBQAARSE,2023-04-07 20:05:22.6184337,MRA Renegade 6x45,SPFGA,20,"75gr A-MAX, 28.4gr BL-C(2)",About 2MOA groups.  Zero'd for this load.,2026-07-02 02:05:22.6190967+00:00,2026-07-02 02:05:22.6190985+00:00
587,01KWG95P9WX2MDFCP9JWKEJVRM,2023-04-07 20:05:22.6193549,MRA Renegade 6x45,SPFGA,12,"75gr A-MAX, 25.2gr BL-C(2)","1.63MOA. 0.54 Mean Radius. 2302 fps @100m, SD 15.1fps. ES 40.7fps",2026-07-02 02:05:22.6200971+00:00,2026-07-02 02:05:22.620099+00:00
588,01KWG95P9X2S59P2SJTZ864RDT,2023-04-07 20:05:22.6205307,MRA Renegade 6x45,SPFGA,10,"80gr Barnes TTSX, 25.2gr BL-C(2)",1.69MOA group.  0.50 Mean Radius. 2188fps @ 100m.  SD 15.3fps.  ES 44.6fps,2026-07-02 02:05:22.6213415+00:00,2026-07-02 02:05:22.6213435+00:00
589,01KWG95P9YBZ79CW8TSQH79PW0,2023-04-21 20:05:22.6215879,Stevens 284Win,SPFGA,27,162gr Hornady ELDM,162gr Hornady ELDM; OCW testing with D-4895,2026-07-02 02:05:22.6223943+00:00,2026-07-02 02:05:22.6223961+00:00
590,01KWG95P9ZJX123EBCRGPR364N,2023-04-21 20:05:22.6226599,Stevens 284Win,SPFGA,50,180gr Hornady ELDM,180gr Hornady ELDM; OCW testing with H4831,2026-07-02 02:05:22.6236438+00:00,2026-07-02 02:05:22.6236459+00:00
591,01KWG95PA0VYT69RTMN6JX142R,2023-04-21 20:05:22.6239065,MRA Renegade 6x45,SPFGA,5,"62gr Barnes Varmint Grenade, 26.0gr XBR-8028","",2026-07-02 02:05:22.6246518+00:00,2026-07-02 02:05:22.6246537+00:00
592,01KWG95PA1N3KTJQ8K2BKYGA8N,2023-04-21 20:05:22.6251849,MRA Renegade 6x45,SPFGA,5,80gr Barnes TTSX,"",2026-07-02 02:05:22.6259833+00:00,2026-07-02 02:05:22.6259853+00:00
593,01KWG95PA3JNJEADVC7YNSA6XD,2023-04-21 20:05:22.6262184,MRA Renegade 6x45,SPFGA,5,90gr Hornady,"",2026-07-02 02:05:22.6270299+00:00,2026-07-02 02:05:22.6270319+00:00
594,01KWG95PA4262DBCRX3D8D3BV4,2023-04-21 20:05:22.6273406,MRA Renegade 6x45,SPFGA,5,"62gr Barnes Varmint Grenade, 26.4gr XBR-8028","",2026-07-02 02:05:22.6282087+00:00,2026-07-02 02:05:22.6282105+00:00
595,01KWG95PA59832BTEHSS43PA72,2023-04-21 20:05:22.6284796,MRA Renegade 6x45,SPFGA,5,"","",2026-07-02 02:05:22.6297337+00:00,2026-07-02 02:05:22.6297361+00:00
596,01KWG95PA7BJP7C0CACVW5JCRR,2023-04-27 20:05:22.6299807,GSG STG-44,SPFGA,135,CCI SV,Thursday Night Fun Shoot: Steel Challenge,2026-07-02 02:05:22.6313273+00:00,2026-07-02 02:05:22.6313304+00:00
597,01KWG95PA8MAVRTFGG59ESWCTE,2023-05-07 20:05:22.6317786,MRA Renegade 6x45,SPFGA,46,"75gr V-MAX, 25.3gr BL-C(2)","Put on the SWFA 6x, removed the Vortex Spitfire",2026-07-02 02:05:22.63295+00:00,2026-07-02 02:05:22.6329529+00:00
598,01KWG95PAA753VK1TGBXP98RP4,2023-05-07 20:05:22.6333543,MRA Renegade 6x45,SPFGA,5,"80gr Barnes TTSX, ",Seemed 1 MOA lower than the 75gr zero.,2026-07-02 02:05:22.6343574+00:00,2026-07-02 02:05:22.6343597+00:00
599,01KWG95PABJFA219Z5NQ86R9TW,2023-05-11 20:05:22.6346237,GSG STG-44,SPFGA,145,CCI SV,Thursday Night Fun Shoot: Steel Challenge,2026-07-02 02:05:22.6358361+00:00,2026-07-02 02:05:22.6358379+00:00
