row_id,id,event_date,firearm_name,range_name,rounds_fired,ammo_description,notes,created,modified
303,01KWG95NV7QBE4GE0CXYDGC54C,2019-10-24 20:05:22.1500113,Remington 597,Phoenix,99,Sterling Cross,Had to rezero. Groups seem to be better now with the cleaned bore and screws torqued to spec.,2026-07-02 02:05:22.1517584+00:00,2026-07-02 02:05:22.1517621+00:00
304,01KWG95NV96K8ZAC41DDA1YVTD,2019-10-26 20:05:22.1520893,Remington 597,SPFGA,44,Sterling Cross,ORPS,2026-07-02 02:05:22.1537819+00:00,2026-07-02 02:05:22.1537839+00:00
305,01KWG95NVCEAWCSTM3HZDR4DSK,2019-11-01 20:05:22.1557798,RPRimfire,SPFGA,85,Sterling Cross,two 4-minute MQT. 192 & 118.  Had a coupl of stoppages/failures.,2026-07-02 02:05:22.1565629+00:00,2026-07-02 02:05:22.1565651+00:00
306,01KWG95NVDPKJ79HJ5MQQ92VE3,2019-11-05 20:05:22.1568499,RPRimfire,Phoenix,134,Sterling Cross,"Practiced running the bolt. 5 rounds at two different targets (3/4"""" diameter) in 55 seconds. Had a lot of Fail-To-Extract, 5 or so.",2026-07-02 02:05:22.1575115+00:00,2026-07-02 02:05:22.1575134+00:00
307,01KWG95NVE18GEVN1A6WGBK5ZX,2019-11-05 20:05:22.1577963,RPRimfire,Phoenix,20,Hornady Varmint,"Practiced running the bolt. 5 rounds at two different 3/4"""" targets in 55 seconds.",2026-07-02 02:05:22.1584692+00:00,2026-07-02 02:05:22.1584708+00:00
308,01KWG95NVFE4AZANEBJV058VKA,2019-11-14 20:05:22.1587409,GSG STG-44,Phoenix,63,Hornady Varmint,Zeroing the Bushnell TRS-25 RDS.  Should be right on at 40 yards,2026-07-02 02:05:22.1591652+00:00,2026-07-02 02:05:22.1591668+00:00
309,01KWG95NVFE4AZANEBJV058VKJ,2019-11-17 20:05:22.1593879,GSG STG-44,Phoenix,110,Sterling Cross,"POI seems to have shifted (and possibly wandering?).  Was hitting ~ 2.5"""" high at 40 yards.",2026-07-02 02:05:22.1598758+00:00,2026-07-02 02:05:22.1598774+00:00
310,01KWG95NVG6K0Q7S75YNKAK2MM,2019-11-17 20:05:22.1600926,GSG STG-44,"",0,"",Cleaning,2026-07-02 02:05:22.1605761+00:00,2026-07-02 02:05:22.1605777+00:00
311,01KWG95NVJPAGEZ3WK2396SGRS,2019-11-23 20:05:22.1608163,G41,"",0,"",Cleaning,2026-07-02 02:05:22.1622603+00:00,2026-07-02 02:05:22.162262+00:00
312,01KWG95NVKT8PX3HX6A2WQYBDV,2019-11-23 20:05:22.1625209,G17,"",0,"",Cleaning,2026-07-02 02:05:22.1632546+00:00,2026-07-02 02:05:22.1632562+00:00
313,01KWG95NVMPF1F2CBR28N7968D,2019-11-24 20:05:22.1635001,G17,Phoenix,160,"121gr RNHB, 4.4gr HP-38",Draw & fire @ 7 yards.,2026-07-02 02:05:22.1642632+00:00,2026-07-02 02:05:22.1642648+00:00
314,01KWG95NVNS6ZDRS3THBNFKA8C,2019-11-24 20:05:22.1645239,G17,Phoenix,100,124gr CamPro; 4.5gr HP-38,Bill drill at 3 yards. Draw & fire @ 7 yards,2026-07-02 02:05:22.165291+00:00,2026-07-02 02:05:22.1652927+00:00
315,01KWG95NVPMA2XEPB389RT4S0K,2019-11-28 20:05:22.1655386,RPRimfire,SPFGA,20,Sterling Cross,Checking out zero at 50m.  Had to come up ~3 clicks (0.75MOA),2026-07-02 02:05:22.1662636+00:00,2026-07-02 02:05:22.1662654+00:00
316,01KWG95NVQFJ2Z0Y872VGKYQJS,2019-11-28 20:05:22.1665109,RPRimfire,SPFGA,20,CCI SV,Comparing with the Sterling Cross.  Had to come right ~3 clicks (0.75MOA) and kept the 1.5MOA elevation,2026-07-02 02:05:22.1673211+00:00,2026-07-02 02:05:22.1673229+00:00
317,01KWG95NVRTD0W9GWTA84WQYPV,2019-11-29 20:05:22.1676133,RPRimfire,Phoenix,30,Sterling Cross,"Working on speed:  shoot, run the bolt, and get into a 3/4"""" circle",2026-07-02 02:05:22.168403+00:00,2026-07-02 02:05:22.1684047+00:00
318,01KWG95NVS9246Y697309K94FN,2019-11-29 20:05:22.1686696,RPRimfire,Phoenix,80,CCI SV,"Working on speed. Either shooting 10 shots at a circle (~ 80 seconds) or 1 shot/0.75"""" circle.",2026-07-02 02:05:22.1698578+00:00,2026-07-02 02:05:22.1698601+00:00
319,01KWG95NVV9VTRE8TR5D3N6DJM,2019-11-30 20:05:22.1701146,RPRimfire,SPFGA,66,Sterling Cross,ORPS. Had extraction issues. Dirty extractor?,2026-07-02 02:05:22.1711964+00:00,2026-07-02 02:05:22.1711984+00:00
320,01KWG95NVV9VTRE8TR5D3N6DJW,2019-12-07 20:05:22.1714579,STAG-10,CHAS,60,Norinco 147gr,CHAS 3-gun,2026-07-02 02:05:22.1719397+00:00,2026-07-02 02:05:22.1719415+00:00
321,01KWG95NVXE1XTXQSHF3K46CTB,2019-12-07 20:05:22.1721691,G41,CHAS,40,"230gr Campro, 6.0gr 800X",CHAS 3-gun,2026-07-02 02:05:22.1732123+00:00,2026-07-02 02:05:22.1732141+00:00
322,01KWG95NVXE1XTXQSHF3K46CTK,2019-12-07 20:05:22.1734596,Winchester SXP,CHAS,37,Challenger #7.5,CHAS 3-gun (sharing the shotgun with Alex B.),2026-07-02 02:05:22.1738854+00:00,2026-07-02 02:05:22.1738871+00:00
323,01KWG95NVYXW4BPZG3N9KJNVMD,2019-12-07 20:05:22.1741066,NEA 12.5,CHAS,50,"55gr CamPro, 24gr H4895",CHAS 3-gun (Alex B. using my rifle),2026-07-02 02:05:22.174717+00:00,2026-07-02 02:05:22.1747188+00:00
324,01KWG95NVZM5961V4EHTTPQVBS,2019-12-07 20:05:22.1749486,G17,CHAS,76,124gr CamPro; 4.5gr HP-38,CHAS 3-gun (Alex B. using my pistol),2026-07-02 02:05:22.175777+00:00,2026-07-02 02:05:22.1757787+00:00
325,01KWG95NW13XQ8KQCJJTJQFFVM,2019-12-14 20:05:22.1760105,RPRimfire,SPFGA,106,Sterling Cross,"Mapleseed Bootcamp, 185/250. Had one failure to extract.",2026-07-02 02:05:22.1773062+00:00,2026-07-02 02:05:22.1773093+00:00
326,01KWG95NW2MAFA7NBC857WPHSC,2019-12-16 20:05:22.177576,RPRimfire,Phoenix,105,"Federal 36gr HP ""Black Pack""",Trying out the 36gr Federal Black Pack Bulk stuff. -2.0MOA/-0.75 MOA (the same as M22?),2026-07-02 02:05:22.1785812+00:00,2026-07-02 02:05:22.1785832+00:00
327,01KWG95NW4EMDSM8HTW44ZJ0Q5,2019-12-27 20:05:22.1789319,G41,Phoenix,75,"230gr Campro, 4.5gr HP-38",One squib. Shooting at 11 yards,2026-07-02 02:05:22.1800383+00:00,2026-07-02 02:05:22.1800402+00:00
328,01KWG95NW51QDH8SV7EV98YMW3,2019-12-27 20:05:22.1803008,G41,Phoenix,10,"185gr Hornady HP,  6.7gr HP-38",The primers were not flush - resulting in light strikes and not firing.,2026-07-02 02:05:22.181488+00:00,2026-07-02 02:05:22.1814901+00:00
329,01KWG95NW73CXX1S08PTM1TJP2,2019-12-27 20:05:22.181793,G41,Phoenix,75,"200gr Hornady WC, 6.4gr HP-38","More recoil/impulse, rips big holes in the targets.  Less accurate thant the 230gr CamPro",2026-07-02 02:05:22.1834441+00:00,2026-07-02 02:05:22.183448+00:00
330,01KWG95NW9Z9X82WQ72V57Q7YF,2019-12-31 20:05:22.1838878,G41,Phoenix,50,"230gr Campro, 4.5gr HP-38",Shooting at 12 yards to compare accuracty with the 185gr,2026-07-02 02:05:22.1851198+00:00,2026-07-02 02:05:22.1851241+00:00
331,01KWG95NWBBK24B5JBF8FFHAN5,2019-12-31 20:05:22.1854111,G41,Phoenix,140,"185gr Hornady HP, 6.7gr HP-38",Good accuracy at 12 yard.  Big fireball.,2026-07-02 02:05:22.1873279+00:00,2026-07-02 02:05:22.1873314+00:00
332,01KWG95NWCVR1HG9QKXWVWBQ33,2020-01-05 20:05:22.1876246,G41,SPFGA,50,"230gr Campro, 4.5gr HP-38","Shooting at 50m.  There was about a 20"""" drop",2026-07-02 02:05:22.1889113+00:00,2026-07-02 02:05:22.1889134+00:00
333,01KWG95NWDCCRQP4FR7236F6PR,2020-01-05 20:05:22.1891755,NEA 12.5,SPFGA,40,"55gr Campro, 24.5gr IMR 4895","",2026-07-02 02:05:22.1898099+00:00,2026-07-02 02:05:22.1898117+00:00
334,01KWG95NWE0F6BMGSEF3YNAP5B,2020-01-05 20:05:22.1900439,SKS,SPFGA,80,Norinco,Was not on paper at all at 50m.  Need to rezero and/or move back to SKS stock.,2026-07-02 02:05:22.1909716+00:00,2026-07-02 02:05:22.1909735+00:00
335,01KWG95NWG4NCM6WF25BC1A943,2020-01-05 20:05:22.1912189,G41,"",0,"",Cleaning,2026-07-02 02:05:22.1928515+00:00,2026-07-02 02:05:22.1928536+00:00
336,01KWG95NWJ37XA45H15KMHMPHH,2020-01-05 20:05:22.1931145,SKS,"",0,"",Cleaning,2026-07-02 02:05:22.1941232+00:00,2026-07-02 02:05:22.1941252+00:00
337,01KWG95NWK7X57JD5QF8H6DHWP,2020-01-07 20:05:22.1944243,G41,Phoenix,50,"230gr Campro, 4.5gr HP-38",Dot Torture. Scored 39/50 at 4 yards. Weak hand shooting very bad.,2026-07-02 02:05:22.1957744+00:00,2026-07-02 02:05:22.1957764+00:00
338,01KWG95NWNH7355GBC6PHCH9SN,2020-01-07 20:05:22.1960429,G41,Phoenix,45,"230gr Campro, 4.2gr Bullsey",Dot Torture. Scored 42/50 at 3 yards.  Weak hand shooting very bad. Bullseye seemed to work better than HP-38.,2026-07-02 02:05:22.1977505+00:00,2026-07-02 02:05:22.1977526+00:00
339,01KWG95NWQD09D28KTNK2VXD8Z,2020-02-02 20:05:22.1980995,G41,Phoenix,100,"230gr Campro, 4.5gr HP-38",Dot Torture.,2026-07-02 02:05:22.1994632+00:00,2026-07-02 02:05:22.1994653+00:00
340,01KWG95NWSM7DMPBDAHFKFRGCP,2020-02-02 20:05:22.1997338,G17,Phoenix,150,124gr CamPro; 4.5gr HP-38,"Dot Torture x2, trying to shoot 4"""" groups at 55' (18 yards)",2026-07-02 02:05:22.2010639+00:00,2026-07-02 02:05:22.2010669+00:00
341,01KWG95NWVZ6H6RX3XK7NJ2VXK,2020-02-09 20:05:22.2013968,G41,Phoenix,88,"230gr CampPro, 6.1gr 800X","Dot Torture x1, shooting 4"""" group at 10 yards",2026-07-02 02:05:22.2034252+00:00,2026-07-02 02:05:22.2034283+00:00
342,01KWG95NWXK1K6NXY0MKPK4NFC,2020-02-09 20:05:22.203871,G41,Phoenix,50,230gr CamPro 4.2gr Bullseye,Dot Torture x1,2026-07-02 02:05:22.2057379+00:00,2026-07-02 02:05:22.2057408+00:00
343,01KWG95NWYG1JBZ19XPDDBECQF,2020-02-23 20:05:22.2060447,RPRimfire,Phoenix,100,"Federal 36gr HP ""Black Pack""","",2026-07-02 02:05:22.2069318+00:00,2026-07-02 02:05:22.2069335+00:00
344,01KWG95NX0X1EXRGA1S0XNFF48,2020-02-23 20:05:22.2071989,RPRimfire,Phoenix,90,Winchester M22,"",2026-07-02 02:05:22.208142+00:00,2026-07-02 02:05:22.2081437+00:00
345,01KWG95NX12DKEGN6F7EP3496R,2020-02-24 20:05:22.2083776,RPRimfire,Phoenix,50,Winchester M22,"",2026-07-02 02:05:22.2092511+00:00,2026-07-02 02:05:22.2092528+00:00
346,01KWG95NX2W39YQBWVHXC8W01H,2020-02-24 20:05:22.2095048,RPRimfire,Phoenix,40,Sterling Cross,"",2026-07-02 02:05:22.2106963+00:00,2026-07-02 02:05:22.210698+00:00
347,01KWG95NX3QCDK0196KPZ2WS9C,2020-02-24 20:05:22.2110334,RPRimfire,"",0,"",Cleaning the bore and chamber. Adjusted the LOP to be a bit shorter.,2026-07-02 02:05:22.2119892+00:00,2026-07-02 02:05:22.211991+00:00
348,01KWG95NX5KRA9XZVY02ZKB2R5,2020-03-05 20:05:22.212224,RPRimfire,Phoenix,10,Winchester M22,About 8 failure to extract,2026-07-02 02:05:22.2131816+00:00,2026-07-02 02:05:22.2131832+00:00
349,01KWG95NX6KJCH89J69R17D9YK,2020-03-05 20:05:22.2134301,RPRimfire,Phoenix,50,Winchester M22,"Could fire 10 rounds (2rnd at 5 targets) in about 52 seconds. About 1/2 the groups hit high, but grouped well.",2026-07-02 02:05:22.2147039+00:00,2026-07-02 02:05:22.2147061+00:00
350,01KWG95NX85EGRP19VWB9RX2YQ,2020-03-14 20:05:22.2149633,RPRimfire,SPFGA,55,"Federal 36gr HP ""Black Pack""",Zero'd the scope & dials for 50m.  Temp was -12. Started using the chamber brush as a chamber flag.,2026-07-02 02:05:22.216185+00:00,2026-07-02 02:05:22.2161877+00:00
351,01KWG95NX9XS70G57927JZ59WT,2020-03-19 20:05:22.216479,SKS,SPFGA,60,Milsurp,Zero'd the TRS-25 for 100m after putting in a wood stock,2026-07-02 02:05:22.2175313+00:00,2026-07-02 02:05:22.217533+00:00
352,01KWG95NXBYFFH982B9CSCDDEE,2020-03-19 20:05:22.2177881,RPRimfire,SPFGA,40,"Federal 36gr HP ""Black Pack""","Shot at 100m. +5.75 MOA, or hold at the 6MOA hash",2026-07-02 02:05:22.2191646+00:00,2026-07-02 02:05:22.2191667+00:00
353,01KWG95NXC6R078ZF745R15TCV,2020-03-20 20:05:22.2194097,SKS,SPFGA,50,Milsurp,Had to re-zero after moving the TRS-25 back a bit. It was too far forward and could not disassemble the gas assembly.,2026-07-02 02:05:22.220687+00:00,2026-07-02 02:05:22.2206894+00:00
354,01KWG95NXEPA1N95E6PZV3B3BC,2020-03-20 20:05:22.2209764,RPRimfire,SPFGA,100,Sterling Cross,Shooting at 100m.  +8.25MOA.  Needed about -2MOA wind.  Blowing left to right; could feel the gusts on the face.,2026-07-02 02:05:22.2220733+00:00,2026-07-02 02:05:22.2220751+00:00
355,01KWG95NXFDCPYEXPR5ZWEKEQH,2020-03-23 20:05:22.2223135,Israeli 98k,SPFGA,50,Barnes 180gr TSX handloads,OCW testing with Barnes 180gr TSX.  45.0 gr seemed to work best.  Zero'd scope for this load.,2026-07-02 02:05:22.2230573+00:00,2026-07-02 02:05:22.223059+00:00
356,01KWG95NXG0DB083M0G6B1G49K,2020-05-20 20:05:22.2232803,RPRimfire,SPFGA,80,Sterling Cross,"Zeroed for 50m.  +1MOA/-1MOA on the scope.  Shot at 100m, and had +8.25MOA/-1.0MOA on the scope.  Best group at 100 was 3 shots, just over 1"""" in size.",2026-07-02 02:05:22.2247245+00:00,2026-07-02 02:05:22.2247263+00:00
357,01KWG95NXJA6W301S8DKWJTX6Z,2020-05-23 20:05:22.2249992,RPRimfire,SPFGA,100,Sterling Cross,"Shooting at 100m.  +8MOA.  Heavy wind, from 0MOA to +4MOA.  +5 C",2026-07-02 02:05:22.2261526+00:00,2026-07-02 02:05:22.2261544+00:00
358,01KWG95NXJA6W301S8DKWJTX77,2020-05-28 20:05:22.2264119,GSG STG-44,SPFGA,100,Winchester M22,Zeroing the Bushnell 2-7,2026-07-02 02:05:22.2269371+00:00,2026-07-02 02:05:22.2269387+00:00
359,01KWG95NXKWY1A9QN6RBGZWC7V,2020-05-28 20:05:22.2271663,GSG STG-44,SPFGA,45,"Federal 36gr HP ""Black Pack""",Zeroing the Bushnell 2-7,2026-07-02 02:05:22.2277021+00:00,2026-07-02 02:05:22.2277037+00:00
360,01KWG95NXNGERKNN4CRYKW0NAV,2020-05-30 20:05:22.2279155,RPRimfire,SPFGA,45,Sterling Cross,ORPS,2026-07-02 02:05:22.2294478+00:00,2026-07-02 02:05:22.2294496+00:00
361,01KWG95NXP55Z5V82H61S48EWB,2020-06-08 20:05:22.2297379,RPRimfire,SPFGA,60,Sterling Cross,Shooting at 200m.  Group size 1.5MOA.  Shooting at 100M was +7 MOA/-1MOA,2026-07-02 02:05:22.2309737+00:00,2026-07-02 02:05:22.2309755+00:00
362,01KWG95NXQDW35CZD0NF9Z9PQR,2020-06-08 20:05:22.2313349,GSG STG-44,SPFGA,70,"Federal 36gr HP ""Black Pack""",Shooting at 200m was horrible.  Shooting at 100m was bad.  Need to try different ammo.,2026-07-02 02:05:22.2319238+00:00,2026-07-02 02:05:22.2319256+00:00
363,01KWG95NXTMQZKMNC3V9QZDBXG,2020-06-11 20:05:22.2322241,RPRimfire,"",0,"",Cleaning the bore and chamber. ,2026-07-02 02:05:22.234433+00:00,2026-07-02 02:05:22.234437+00:00
364,01KWG95NXVDVES36FYWS08WS90,2020-06-11 20:05:22.234777,GSG STG-44,"",0,"",Cleaning,2026-07-02 02:05:22.2354829+00:00,2026-07-02 02:05:22.2354853+00:00
365,01KWG95NXWKW1E2ESKCMXY1BQA,2020-06-12 20:05:22.235827,G17,CHAS,90,"121gr & 124gr Campro, 4.5gr HP-38",3-gun,2026-07-02 02:05:22.23673+00:00,2026-07-02 02:05:22.2367319+00:00
366,01KWG95NXXWXBNW1CHVT00G7EF,2020-06-12 20:05:22.2371271,GSG STG-44,CHAS,100,"Federal 36gr HP ""Black Pack""",3-gun,2026-07-02 02:05:22.2378332+00:00,2026-07-02 02:05:22.237835+00:00
367,01KWG95NXY5MKDK3K3YPG1BVS5,2020-06-12 20:05:22.2381611,Winchester SXP,CHAS,90,Challenger #7.5,3-gun,2026-07-02 02:05:22.2386265+00:00,2026-07-02 02:05:22.2386282+00:00
368,01KWG95NY096HHPGS1AWK83SG0,2020-07-01 20:05:22.2388718,G41,Phoenix,200,"230gr Campro, 4.5gr HP-38",Shooting at 7m.  Draw from holster.  Single & double taps. Lots of rounds that didn't properly cycle,2026-07-02 02:05:22.2406312+00:00,2026-07-02 02:05:22.2406331+00:00
369,01KWG95NY2YRGHZDRK2P4QQ93V,2020-06-23 20:05:22.240912,Remington 597,"",0,"",Mounted the scope.,2026-07-02 02:05:22.2422204+00:00,2026-07-02 02:05:22.2422222+00:00
370,01KWG95NY412NTSN8PS0391M8J,2020-07-18 20:05:22.2425158,Remington 597,CHAS,80,"Federal 36gr HP ""Black Pack""",Getting a rough zero at 50m,2026-07-02 02:05:22.2442631+00:00,2026-07-02 02:05:22.2442652+00:00
371,01KWG95NY5F0PW5E0BX8PBHFGD,2020-07-25 20:05:22.24456,RPRimfire,SPFGA,40,Sterling Cross,Just having fun at 50m.  Need to hold left 2MOA with wind?,2026-07-02 02:05:22.2458482+00:00,2026-07-02 02:05:22.24585+00:00
372,01KWG95NY7P5SF08WGD5QX5W87,2020-07-25 20:05:22.2461098,G41,SPFGA,20,"230gr CamPro, 6.1gr 800x",Labradar (velocity data),2026-07-02 02:05:22.2478164+00:00,2026-07-02 02:05:22.2478186+00:00
373,01KWG95NY9F86YDQDJP3QS6E2V,2020-07-25 20:05:22.2481374,G41,SPFGA,20,"230gr CampPro, 4.5gr HP-38",Labradar (velocity data),2026-07-02 02:05:22.2498672+00:00,2026-07-02 02:05:22.2498707+00:00
374,01KWG95NYB6WX9V9R9A2MHZQHD,2020-07-25 20:05:22.250303,G17,SPFGA,20,124gr CamPro; 4.5gr HP-38,Labradar (velocity data),2026-07-02 02:05:22.2517563+00:00,2026-07-02 02:05:22.2517593+00:00
375,01KWG95NYDKK9NN46HYENYS2JX,2020-07-25 20:05:22.2520733,G41,SPFGA,50,"230gr CampPro, 4.5gr HP-38",MP Garnett Genuis,2026-07-02 02:05:22.2535699+00:00,2026-07-02 02:05:22.2535718+00:00
376,01KWG95NYF0Q4SKQGG4MFJPQ4M,2020-07-25 20:05:22.2538204,G17,SPFGA,60,124gr CamPro; 4.5gr HP-38,MP Garnett Genuis,2026-07-02 02:05:22.2550226+00:00,2026-07-02 02:05:22.2550249+00:00
377,01KWG95NYG6VFZ1KV8MH986BNP,2020-07-25 20:05:22.255321,Israeli 98k,SPFGA,9,"180gr Barnes TSX, 45gr IMR 4895","Labradar Series 001, 2431fps",2026-07-02 02:05:22.2561014+00:00,2026-07-02 02:05:22.2561032+00:00
378,01KWG95NYH4KAKVZMJQ47EA3B4,2020-07-30 20:05:22.2563456,RPRimfire,SPFGA,25,Aguila 38gr Super Extra HP,"Labrader, 1199 fps avg",2026-07-02 02:05:22.2577723+00:00,2026-07-02 02:05:22.2577743+00:00
379,01KWG95NYKHK4GV6ZAXJWS5QW2,2020-07-30 20:05:22.2580583,RPRimfire,SPFGA,20,"Federal 36gr HP ""Black Pack""","Labradar, 1337 fps ",2026-07-02 02:05:22.2597299+00:00,2026-07-02 02:05:22.2597322+00:00
380,01KWG95NYNEGC7A8FQCFRN7FVW,2020-07-30 20:05:22.2599809,RPRimfire,SPFGA,45,Sterling Cross,"Labrader, 1116 fps",2026-07-02 02:05:22.2613283+00:00,2026-07-02 02:05:22.2613302+00:00
381,01KWG95NYQ3QS4777S7170V3QD,2020-08-06 20:05:22.2615843,G41,SPFGA,40,Federal 230gr Factory,"Labradar Series 009, 750fps",2026-07-02 02:05:22.2633869+00:00,2026-07-02 02:05:22.2633891+00:00
382,01KWG95NYTXS557HSDFQBAPX0N,2020-08-06 20:05:22.2636532,G41,SPFGA,20,"230gr Campro, 4.2gr Bullseye","Labradar Series 010, 636fps",2026-07-02 02:05:22.2665199+00:00,2026-07-02 02:05:22.266527+00:00
383,01KWG95NYXR64N7W6HBXW3PX4J,2020-08-06 20:05:22.2670669,G41,SPFGA,90,Assorted,Zeroing the Vortex Venom 3MOA. Shooting at 25/15/7 to get a feel for it.,2026-07-02 02:05:22.2692471+00:00,2026-07-02 02:05:22.2692505+00:00
384,01KWG95NYYP4TDD40GXTYCZ00S,2020-08-06 20:05:22.2695658,G17,SPFGA,130,"121gr & 124gr Campro, 4.5gr HP-38","Labradar Series 011, 1026fps",2026-07-02 02:05:22.270556+00:00,2026-07-02 02:05:22.2705579+00:00
385,01KWG95NZ0NBW0JPQGRHFCR8K6,2020-08-06 20:05:22.2708509,Remington 597,SPFGA,80,"Federal 36gr HP ""Black Pack""",Zeroing the scope.,2026-07-02 02:05:22.272361+00:00,2026-07-02 02:05:22.2723628+00:00
386,01KWG95NZ2ZVF6GTS4X3972G40,2020-08-06 20:05:22.2727047,RPRimfire,SPFGA,25,Sterling Cross,Labradar Series 012.  1115fps,2026-07-02 02:05:22.274538+00:00,2026-07-02 02:05:22.2745404+00:00
387,01KWG95NZ44A5CX61EFVEQW7TD,2020-08-06 20:05:22.27486,RPRimfire,SPFGA,31,"Federal 36gr HP ""Black Pack""","Labradar Series 013, 1305fps",2026-07-02 02:05:22.2766332+00:00,2026-07-02 02:05:22.2766357+00:00
388,01KWG95NZ65EHEWWREX0J81HJH,2020-08-08 20:05:22.2769152,RPRimfire,SPFGA,20,Aguila 38gr Super Extra HP,"Labradar Series 014, 1172fps",2026-07-02 02:05:22.2784134+00:00,2026-07-02 02:05:22.2784152+00:00
389,01KWG95NZ8458WRVT1E94D4M9Y,2020-08-14 20:05:22.2786879,G41,Phoenix,80,"230gr Campro, 6.1gr 800-X",7 yards.  Draw and shoot 1 or 2 rounds with the new RDS,2026-07-02 02:05:22.2809925+00:00,2026-07-02 02:05:22.2809955+00:00
390,01KWG95NZB7VRCB5X144M89ZHM,2020-08-14 20:05:22.2813267,G41,Phoenix,31,"230gr Campro, I think 4.2gr of Bullseye",7 yards.  Draw and shoot 1 or 2 rounds with the new RDS,2026-07-02 02:05:22.2837322+00:00,2026-07-02 02:05:22.2837364+00:00
391,01KWG95NZE0T0WHRP7J4N1C55A,2020-08-16 20:05:22.2841362,G41,SPFGA,100,230gr Campro.  4.5gr Bullseye,7 yards.  Draw and shoot 1 or 2 rounds.  I seem to always hit low? Labradar Series 015.  705fps.,2026-07-02 02:05:22.2863121+00:00,2026-07-02 02:05:22.2863154+00:00
392,01KWG95NZFV03WFCRZZGDH6RA2,2020-08-28 20:05:22.2866738,G17,CHAS,170,"121gr & 124gr Campro, 4.5gr HP-38",Team building w/Stephen & Jay,2026-07-02 02:05:22.2876968+00:00,2026-07-02 02:05:22.2876989+00:00
393,01KWG95NZGWF2BKAW8VWJBJ31P,2020-08-28 20:05:22.2879873,M96,CHAS,18,"107gr SMK, ?? Powder",Just plinking at 100 & 200,2026-07-02 02:05:22.2885818+00:00,2026-07-02 02:05:22.2885835+00:00
394,01KWG95NZHPAEY2J9KN501XCM5,2020-08-28 20:05:22.2888946,Israeli 98k,CHAS,45,"150gr  Hornady & Speer Soft point, 47gr IMR-4895","With the 180gr zero, needed to come up 3MOA.  I think I was getting hits out to 400",2026-07-02 02:05:22.2897348+00:00,2026-07-02 02:05:22.2897366+00:00
395,01KWG95NZJQT2CMKCR5BT30QC3,2020-08-29 20:05:22.2900414,Israeli 98k,SPFGA,4,"150gr  Hornady & Speer Soft point, 47gr IMR-4895","Tried to get the MV, but had the Labradar misconfigured.",2026-07-02 02:05:22.2909152+00:00,2026-07-02 02:05:22.2909168+00:00
396,01KWG95NZMXMSY229RBJKK1CGT,2020-08-29 20:05:22.2911824,M96,SPFGA,5,"",Labradar Series,2026-07-02 02:05:22.2921272+00:00,2026-07-02 02:05:22.292129+00:00
397,01KWG95NZNM1HVMRDF3HH22KMF,2020-08-29 20:05:22.2923691,M96,SPFGA,5,"",Labradar Series,2026-07-02 02:05:22.2930277+00:00,2026-07-02 02:05:22.2930294+00:00
398,01KWG95NZNM1HVMRDF3HH22KMQ,2020-08-29 20:05:22.2932603,M96,SPFGA,5,"",Labradar Series,2026-07-02 02:05:22.2939247+00:00,2026-07-02 02:05:22.2939264+00:00
399,01KWG95NZQ67ZZ6J8W1NZ6JESV,2020-08-29 20:05:22.2941487,Israeli 98k,SPFGA,5,170gr Federal,"",2026-07-02 02:05:22.2950141+00:00,2026-07-02 02:05:22.2950159+00:00
400,01KWG95NZYHD8D4AYE87ZFJWBE,2020-09-05 20:05:22.2952778,RPRimfire,SPFGA,124,Sterling Cross,CRPS Match #9.  Kestrel was pretty accurate.  I made some pretty boneheaded mistakes though.,2026-07-02 02:05:22.3020276+00:00,2026-07-02 02:05:22.3020328+00:00
401,01KWG95NZZWRFKM1RAVM3HHRMD,2020-09-06 20:05:22.3024695,GSG STG-44,SPFGA,200,Aguila,Rimfire Raceguns. Not the sport for a 2x magnified optic.,2026-07-02 02:05:22.3033792+00:00,2026-07-02 02:05:22.3033816+00:00
402,01KWG95P00P215RV7TGYPH3ZAC,2020-09-17 20:05:22.303678,G17,SPFGA,225,"121gr & 124gr Campro, 4.5gr HP-38",Braeden shooting,2026-07-02 02:05:22.3049859+00:00,2026-07-02 02:05:22.3049889+00:00
403,01KWG95P026C6XWEQ1HV3EFP30,2020-09-17 20:05:22.3053323,SKS,SPFGA,65,Norinco ammo,Shooting at 50m with Braeden.,2026-07-02 02:05:22.3069665+00:00,2026-07-02 02:05:22.3069689+00:00
404,01KWG95P05EYCKGB8Q4K5GDBJJ,2020-09-21 20:05:22.3073284,G17,SPFGA,225,"121gr & 124gr Campro, 4.5gr HP-38",Braeden shooting,2026-07-02 02:05:22.3091072+00:00,2026-07-02 02:05:22.3091098+00:00
405,01KWG95P076E8FFKHCCC8MC40Y,2020-09-21 20:05:22.3093853,G41,SPFGA,150,230gr Campro.  4.5gr Bullseye,Seemed that every round needed to be manually cycled.,2026-07-02 02:05:22.3115089+00:00,2026-07-02 02:05:22.3115113+00:00
406,01KWG95P08DDBP1E3NRZMWCC3R,2020-10-25 20:05:22.3120306,Grey Birch 10/22,Phoenix,40,Sterling Cross,Zeroing the scope.,2026-07-02 02:05:22.3125581+00:00,2026-07-02 02:05:22.3126099+00:00
