sep=;
Device ID;LBR-0013797;;
Series No;0045
Shot No;0001

Time (s);Vel (fps);Dist (m);SNR
0.000000;2470.75;0.00;-
0.007021;2462.37;5.28;39.46
0.008021;2461.09;6.03;39.49
0.009021;2460.02;6.78;38.31
0.010021;2458.75;7.53;37.44
0.011021;2457.32;8.28;36.29
0.012021;2456.35;9.03;36.37
0.013021;2455.02;9.78;35.21
0.014021;2454.79;10.52;33.68
0.015021;2453.14;11.27;33.56
0.016021;2450.55;12.02;34.40
0.017021;2451.38;12.77;32.57
0.018021;2448.61;13.51;32.14
0.019021;2448.51;14.26;31.14
0.020021;2448.28;15.01;30.65
0.021021;2445.27;15.75;30.25
0.022021;2446.41;16.50;28.75
0.023021;2443.00;17.24;29.02
0.024021;2442.42;17.99;29.83
0.025021;2441.40;18.73;28.47
0.026021;2441.53;19.48;27.21
0.027021;2439.41;20.22;26.75
0.028021;2438.18;20.96;26.42
0.029021;2436.67;21.71;26.83
0.030021;2435.28;22.45;25.07
0.031021;2434.36;23.19;24.54
0.032021;2433.14;23.93;23.23
0.033021;2432.53;24.67;24.93
0.034021;2429.89;25.41;23.55
0.035021;2432.39;26.16;21.60
0.036021;2428.82;26.90;22.91
0.037021;2427.81;27.64;23.19
0.038021;2425.28;28.38;24.03
0.039021;2421.95;29.11;21.55
0.040021;2424.18;29.85;20.77
0.041021;2424.34;30.59;20.16
0.042021;2422.10;31.33;20.19
0.043021;2420.81;32.07;20.97
0.044021;2419.24;32.81;20.66
0.045021;2418.23;33.54;18.53
0.046021;2417.77;34.28;20.22
0.047021;2416.53;35.02;18.43
0.048021;2414.39;35.75;19.23
0.049021;2413.80;36.49;19.98
0.050021;2413.03;37.23;20.36
0.051021;2411.18;37.96;15.98
0.052021;2411.00;38.70;16.10
0.053021;2410.79;39.43;17.61
0.054021;2408.96;40.16;17.00
0.055021;2410.63;40.90;14.09
0.056021;2406.72;41.63;13.29
0.057021;2406.43;42.37;16.01
0.058021;2408.22;43.10;16.53
0.059021;2398.92;43.83;13.69
0.060021;2401.34;44.56;13.54
0.061021;2400.27;45.30;12.55
0.062021;2404.26;46.03;15.18
0.063021;2398.48;46.76;14.75
0.064021;2399.16;47.49;15.50
0.065021;2392.45;48.22;14.72
0.066021;2395.88;48.95;17.19
0.067021;2393.15;49.68;16.82
0.068021;2391.78;50.41;16.47
0.069021;2388.83;51.14;14.47
0.070021;2389.59;51.87;16.05
0.071021;2389.82;52.60;13.69
0.072021;2387.39;53.32;13.75
0.073021;2388.60;54.05;11.00
0.075021;2377.01;55.50;11.13
0.076021;2386.99;56.23;11.40
0.077021;2379.16;56.96;14.52
0.078021;2385.31;57.68;11.97
0.079021;2379.83;58.41;16.25
0.080021;2381.90;59.14;15.78
0.081021;2377.81;59.86;15.73
