sep=;
Device ID;LBR-0013797;;
Series No;0011
Shot No;0006

Time (s);Vel (fps);Dist (m);SNR
0.000000;2654.14;0.00;-
0.007021;2646.52;5.67;38.75
0.008021;2646.00;6.47;36.75
0.009021;2645.27;7.28;37.61
0.010021;2644.09;8.09;35.30
0.011021;2643.17;8.89;35.04
0.012021;2641.93;9.70;36.71
0.013021;2641.49;10.50;33.25
0.014021;2641.23;11.31;35.31
0.015021;2640.06;12.11;35.05
0.016021;2639.28;12.92;33.59
0.017021;2637.73;13.72;33.08
0.018021;2638.58;14.52;31.25
0.019021;2633.22;15.33;31.76
0.020021;2634.48;16.13;30.26
0.021021;2633.20;16.93;30.96
0.022021;2632.86;17.74;30.04
0.023021;2632.09;18.54;29.33
0.024021;2630.53;19.34;29.18
0.025021;2629.00;20.14;29.06
0.026021;2627.29;20.94;29.27
0.027021;2627.50;21.74;26.91
0.028021;2622.17;22.54;24.96
0.029021;2625.35;23.34;27.27
0.030021;2622.58;24.14;27.88
0.031021;2623.91;24.94;25.56
0.032021;2621.77;25.74;26.16
0.033021;2621.36;26.54;24.73
0.034021;2620.84;27.34;24.19
0.035021;2622.58;28.14;22.30
0.036021;2620.36;28.94;21.26
0.037021;2616.72;29.74;23.24
0.038021;2614.63;30.53;26.08
0.039021;2615.31;31.33;23.14
0.040021;2616.50;32.13;19.71
0.041021;2615.39;32.93;16.97
0.042021;2612.04;33.72;19.37
0.043021;2612.80;34.52;20.26
0.044021;2613.09;35.32;17.44
0.045021;2612.17;36.11;16.94
0.046021;2606.72;36.91;23.09
0.047021;2607.69;37.70;24.64
0.048021;2606.96;38.50;24.84
0.049021;2607.20;39.29;24.84
0.050021;2604.83;40.09;23.13
0.051021;2603.35;40.88;22.83
0.052021;2602.64;41.67;15.42
0.053021;2602.87;42.47;15.77
0.054021;2601.88;43.26;11.91
0.055021;2602.30;44.05;12.95
0.056021;2601.57;44.85;13.76
0.057021;2598.87;45.64;10.89
0.058021;2597.68;46.43;13.08
0.059021;2598.15;47.22;10.92
0.060021;2592.44;48.01;8.11
0.062021;2596.15;49.59;10.19
0.063021;2591.55;50.38;14.19
0.064021;2591.25;51.17;17.81
0.065021;2590.51;51.96;20.80
0.066021;2588.59;52.75;22.54
0.067021;2588.66;53.54;24.06
0.068021;2587.65;54.33;23.71
0.069021;2589.45;55.12;22.07
0.070021;2586.14;55.91;21.31
0.071021;2586.03;56.70;20.30
0.072021;2583.58;57.49;18.55
0.073021;2582.75;58.27;19.61
0.074021;2581.08;59.06;19.40
0.075021;2582.31;59.85;17.54
