sep=;
Device ID;LBR-0013797;;
Series No;0042
Shot No;0012

Time (s);Vel (fps);Dist (m);SNR
0.000000;1035.58;0.00;-
0.015021;1027.59;4.71;21.05
0.017021;1025.58;5.33;25.31
0.019021;1023.91;5.96;26.48
0.021021;1022.38;6.58;27.84
0.023021;1021.78;7.20;28.03
0.025021;1020.33;7.83;28.67
0.027021;1019.70;8.45;29.35
0.029021;1018.18;9.07;29.66
0.031021;1016.77;9.69;28.85
0.033021;1016.90;10.31;28.75
0.035021;1015.30;10.93;28.38
0.037021;1014.39;11.55;28.04
0.039021;1012.90;12.17;27.22
0.041021;1012.20;12.78;27.39
0.043021;1011.60;13.40;26.87
0.045021;1010.15;14.02;26.28
0.047021;1007.45;14.63;26.27
0.049021;1008.46;15.25;26.16
0.051021;1008.43;15.86;25.23
0.053021;1006.68;16.48;25.94
0.055021;1003.20;17.09;25.09
0.057021;1002.94;17.70;24.37
0.059021;1002.27;18.31;22.67
0.061021;1001.64;18.92;21.75
0.063021;1000.42;19.53;21.68
0.065021;1000.19;20.14;22.01
0.067021;996.74;20.75;23.55
0.069021;998.24;21.36;22.37
0.071021;995.99;21.97;21.40
0.073021;995.51;22.57;21.52
0.075021;994.40;23.18;20.69
0.077021;992.40;23.78;20.93
0.079021;994.14;24.39;20.89
0.081021;992.81;25.00;19.59
0.083021;994.75;25.60;19.59
0.085021;989.00;26.21;20.61
0.087021;985.28;26.81;19.81
0.089021;987.18;27.41;18.94
0.091021;986.39;28.01;19.58
0.093021;985.22;28.61;17.76
0.095021;981.38;29.21;17.97
0.097021;983.26;29.81;18.96
0.099021;977.43;30.41;16.02
0.101021;978.78;31.00;17.46
0.103021;980.30;31.60;17.85
0.105021;980.24;32.20;16.68
0.107021;977.65;32.80;16.28
0.109021;976.53;33.39;17.85
0.111021;975.36;33.99;18.98
0.113021;973.11;34.58;17.94
0.115021;972.11;35.17;16.71
0.117021;971.31;35.77;15.94
0.119021;974.97;36.36;15.58
0.121021;970.23;36.95;14.95
0.123021;968.97;37.54;16.57
0.125021;967.99;38.13;17.03
0.127021;968.74;38.72;11.57
0.129021;969.02;39.31;14.91
0.131021;966.66;39.90;16.56
0.133021;965.18;40.49;16.30
0.135021;960.70;41.08;13.42
0.137021;962.56;41.67;16.76
0.139021;959.60;42.25;11.81
0.141021;958.35;42.84;13.60
0.143021;956.64;43.42;12.30
0.145021;960.49;44.00;14.29
0.147021;958.93;44.59;14.97
0.149021;960.16;45.17;10.94
0.151021;959.05;45.76;14.55
0.153021;953.49;46.34;11.44
0.155021;961.53;46.93;11.61
0.157021;959.03;47.51;14.09
0.159021;951.21;48.09;14.17
0.161021;950.71;48.67;11.65
0.163021;955.81;49.25;14.49
0.165021;956.18;49.84;10.38
0.167021;946.82;50.42;12.07
0.169021;948.47;50.99;9.37
0.173021;932.21;52.14;8.62
0.175021;934.82;52.71;11.53
0.177021;939.82;53.28;8.79
0.181021;938.73;54.43;9.91
0.191021;953.01;57.31;7.82
0.195021;968.12;58.48;8.47
0.197021;964.75;59.07;7.99
