sep=;
Device ID;LBR-0013797;;
Series No;0045
Shot No;0005

Time (s);Vel (fps);Dist (m);SNR
0.000000;2464.85;0.00;-
0.001021;2458.69;0.76;34.28
0.013021;2443.09;9.73;39.66
0.014021;2459.16;10.48;37.40
0.015021;2457.79;11.23;37.06
0.016021;2456.43;11.97;35.00
0.017021;2455.55;12.72;34.24
0.018021;2453.80;13.47;33.54
0.019021;2453.90;14.22;31.95
0.020021;2451.50;14.97;32.86
0.021021;2449.56;15.71;31.88
0.022021;2450.24;16.46;31.10
0.023021;2448.42;17.21;30.98
0.024021;2446.97;17.95;29.14
0.025021;2447.03;18.70;29.89
0.026021;2443.96;19.44;27.97
0.027021;2444.37;20.19;26.57
0.028021;2442.40;20.93;28.00
0.029021;2441.12;21.68;28.25
0.030021;2440.00;22.42;27.36
0.031021;2438.79;23.17;26.26
0.032021;2438.19;23.91;25.20
0.033021;2437.05;24.65;24.55
0.034021;2437.09;25.39;24.66
0.035021;2434.10;26.14;24.80
0.036021;2432.80;26.88;23.03
0.037021;2432.64;27.62;22.96
0.038021;2430.70;28.36;22.81
0.039021;2429.41;29.10;23.13
0.040021;2429.05;29.84;22.02
0.041021;2427.22;30.58;19.73
0.042021;2424.96;31.32;18.61
0.043021;2423.97;32.06;21.62
0.044021;2423.49;32.80;20.06
0.045021;2423.13;33.54;20.19
0.046021;2422.62;34.28;19.03
0.047021;2419.52;35.02;15.72
0.048021;2418.17;35.75;17.50
0.049021;2421.02;36.49;19.51
0.050021;2417.80;37.23;14.37
0.051021;2416.11;37.96;16.34
0.052021;2411.78;38.70;16.91
0.053021;2413.29;39.44;17.81
0.054021;2411.78;40.17;20.01
0.055021;2410.10;40.91;18.62
0.056021;2408.80;41.64;16.43
0.057021;2406.17;42.37;17.02
0.058021;2409.92;43.11;16.31
0.059021;2406.11;43.84;13.78
0.060021;2407.02;44.57;12.06
0.061021;2404.04;45.31;13.57
0.062021;2402.80;46.04;14.46
0.063021;2401.18;46.77;13.97
0.064021;2404.97;47.51;12.62
0.065021;2399.60;48.24;13.34
0.066021;2400.39;48.97;15.24
0.067021;2399.52;49.70;8.48
0.068021;2388.23;50.43;9.54
0.069021;2391.69;51.16;13.88
0.070021;2392.72;51.89;15.11
0.071021;2394.59;52.62;14.31
0.072021;2390.96;53.35;11.91
0.073021;2389.63;54.08;10.67
0.074021;2390.92;54.80;12.13
0.075021;2389.12;55.53;14.65
0.076021;2383.47;56.26;7.39
0.077021;2388.26;56.99;11.02
0.078021;2381.73;57.71;14.50
0.079021;2388.53;58.44;9.22
0.080021;2384.17;59.17;13.24
0.081021;2384.93;59.89;11.75
