sep=;
Device ID;LBR-0013797;;
Series No;0002
Shot No;0004

Time (s);Vel (fps);Dist (m);SNR
0.000000;2388.60;0.00;-
0.008021;2376.68;5.80;29.92
0.009021;2371.00;6.53;34.08
0.010021;2369.69;7.25;36.02
0.011021;2368.94;7.97;34.55
0.012021;2367.52;8.69;31.94
0.013021;2362.01;9.41;35.65
0.014021;2366.74;10.14;33.37
0.015021;2363.61;10.86;35.11
0.016021;2361.22;11.58;33.33
0.017021;2360.92;12.30;32.52
0.018021;2357.32;13.02;33.41
0.019021;2361.48;13.73;28.43
0.020021;2353.70;14.45;32.90
0.021021;2351.07;15.17;33.04
0.022021;2355.22;15.89;23.12
0.023021;2349.17;16.60;32.14
0.024021;2349.81;17.32;30.17
0.025021;2350.91;18.04;26.21
0.026021;2349.92;18.75;25.15
0.027021;2345.74;19.47;25.67
0.028021;2344.78;20.18;25.82
0.029021;2344.34;20.90;25.29
0.030021;2342.48;21.61;25.59
0.031021;2342.65;22.33;26.04
0.032021;2338.43;23.04;23.44
0.033021;2337.34;23.75;22.86
0.034021;2336.25;24.46;23.35
0.035021;2339.06;25.18;19.31
0.036021;2334.46;25.89;20.74
0.037021;2333.48;26.60;22.55
0.038021;2333.01;27.31;22.64
0.039021;2331.62;28.02;21.40
0.040021;2330.89;28.73;21.19
0.041021;2328.55;29.44;21.69
0.042021;2329.68;30.15;19.53
0.043021;2326.26;30.86;15.44
0.044021;2322.86;31.57;15.93
0.045021;2323.72;32.28;15.18
0.046021;2323.94;32.99;16.39
0.047021;2322.68;33.70;14.39
0.048021;2317.28;34.40;7.36
0.049021;2307.73;35.11;14.83
0.050021;2315.89;35.81;18.73
0.051021;2313.81;36.52;23.17
0.052021;2312.28;37.22;23.58
0.053021;2312.20;37.93;20.64
0.054021;2309.53;38.63;20.58
0.055021;2311.07;39.34;13.23
0.056021;2301.24;40.04;10.89
0.058021;2305.50;41.44;11.37
0.060021;2308.88;42.85;9.89
0.061021;2301.92;43.55;11.07
0.062021;2308.20;44.26;13.04
0.063021;2299.85;44.96;7.50
0.065021;2295.36;46.36;9.51
0.066021;2301.31;47.06;13.46
0.067021;2292.20;47.76;11.54
0.068021;2295.74;48.46;12.64
0.069021;2294.55;49.16;14.10
0.070021;2293.80;49.86;10.92
0.071021;2289.39;50.56;15.36
0.072021;2286.13;51.25;14.88
0.073021;2287.77;51.95;13.65
0.074021;2284.97;52.65;15.89
0.075021;2288.26;53.34;18.06
0.076021;2283.17;54.04;14.83
0.077021;2280.19;54.74;15.14
0.078021;2282.11;55.43;16.66
0.079021;2283.54;56.13;14.04
0.080021;2281.13;56.82;10.60
0.081021;2272.26;57.52;10.33
0.082021;2279.45;58.21;11.46
0.083021;2277.91;58.90;12.03
0.084021;2275.87;59.60;10.65
