sep=;
Device ID;LBR-0013797;;
Series No;0046
Shot No;0008

Time (s);Vel (fps);Dist (m);SNR
0.000000;2422.13;0.00;-
0.008021;2411.22;5.90;39.66
0.009021;2409.84;6.63;38.93
0.010021;2409.41;7.37;38.40
0.011021;2407.90;8.10;36.93
0.012021;2407.34;8.83;35.46
0.013021;2406.29;9.57;35.38
0.014021;2403.98;10.30;33.83
0.015021;2401.34;11.03;34.20
0.016021;2398.85;11.76;34.30
0.017021;2403.47;12.50;30.37
0.018021;2395.91;13.23;32.47
0.019021;2399.34;13.96;29.49
0.020021;2394.46;14.69;34.56
0.021021;2399.56;15.42;26.14
0.022021;2394.61;16.15;29.09
0.023021;2391.82;16.88;32.29
0.024021;2391.12;17.61;24.27
0.025021;2393.12;18.34;20.45
0.026021;2384.62;19.07;30.82
0.027021;2386.18;19.79;32.56
0.028021;2372.32;20.52;21.63
0.029021;2382.19;21.24;24.98
0.030021;2380.30;21.97;20.32
0.031021;2384.02;22.69;25.93
0.032021;2382.61;23.42;26.43
0.033021;2386.50;24.15;22.03
0.034021;2380.90;24.87;24.68
0.035021;2379.44;25.60;23.22
0.036021;2380.42;26.33;16.69
0.037021;2379.33;27.05;19.25
0.038021;2376.11;27.78;21.37
0.039021;2378.50;28.50;20.08
0.040021;2377.09;29.22;18.91
0.041021;2381.94;29.95;15.73
0.042021;2371.51;30.67;21.78
0.043021;2368.99;31.40;24.17
0.044021;2370.23;32.12;15.78
0.045021;2374.93;32.84;11.74
0.046021;2368.69;33.57;15.01
0.047021;2365.55;34.29;18.50
0.048021;2362.03;35.01;18.12
0.049021;2357.16;35.73;16.17
0.050021;2362.30;36.45;17.41
0.051021;2360.19;37.17;21.40
0.052021;2360.54;37.88;18.72
0.053021;2360.34;38.60;13.28
0.054021;2355.90;39.32;12.07
0.055021;2355.14;40.04;18.63
0.056021;2354.41;40.76;24.88
0.057021;2353.01;41.48;26.92
0.058021;2353.05;42.19;21.65
0.059021;2353.88;42.91;20.56
0.060021;2351.32;43.63;19.29
0.061021;2351.96;44.34;15.09
0.062021;2347.07;45.06;17.94
0.063021;2350.50;45.78;15.34
0.064021;2346.81;46.49;16.47
0.065021;2344.89;47.21;14.66
0.066021;2354.39;47.92;7.93
0.069021;2351.31;50.08;10.90
0.070021;2340.62;50.79;9.22
0.074021;2342.86;53.65;9.91
0.077021;2337.15;55.78;12.20
0.078021;2329.52;56.50;10.49
0.079021;2330.20;57.21;12.62
0.080021;2325.35;57.92;15.73
0.081021;2326.63;58.62;7.16
