sep=;
Device ID;LBR-0013797;;
Series No;0001
Shot No;0002

Time (s);Vel (fps);Dist (m);SNR
0.000000;2501.85;0.00;-
0.008021;2488.24;6.07;32.43
0.009021;2481.49;6.83;40.03
0.010021;2481.36;7.58;39.93
0.011021;2477.69;8.34;36.71
0.012021;2474.37;9.09;38.29
0.013021;2477.54;9.85;35.60
0.014021;2474.06;10.60;35.28
0.015021;2477.27;11.36;33.59
0.016021;2471.83;12.11;35.33
0.017021;2473.15;12.87;33.03
0.018021;2472.16;13.62;31.73
0.019021;2465.67;14.37;37.30
0.020021;2462.60;15.12;25.46
0.021021;2465.44;15.87;30.83
0.022021;2465.97;16.63;33.28
0.023021;2466.44;17.38;29.76
0.024021;2466.35;18.13;26.44
0.025021;2463.34;18.88;25.59
0.026021;2460.08;19.63;27.89
0.027021;2461.32;20.38;27.16
0.028021;2459.76;21.13;27.75
0.029021;2458.67;21.88;28.10
0.030021;2461.75;22.63;22.39
0.031021;2454.75;23.38;25.82
0.032021;2455.00;24.13;24.54
0.033021;2456.60;24.88;20.34
0.034021;2453.18;25.62;23.75
0.035021;2452.48;26.37;24.45
0.036021;2453.00;27.12;24.57
0.037021;2451.05;27.87;23.35
0.038021;2450.80;28.61;22.89
0.039021;2448.25;29.36;21.85
0.040021;2448.92;30.11;18.93
0.041021;2447.14;30.85;20.49
0.042021;2445.30;31.60;19.04
0.043021;2443.88;32.34;18.37
0.044021;2443.89;33.09;15.88
0.045021;2447.61;33.83;9.08
0.046021;2440.70;34.58;17.20
0.047021;2436.53;35.32;23.26
0.048021;2438.56;36.07;24.92
0.049021;2436.11;36.81;25.81
0.050021;2434.28;37.55;24.24
0.051021;2432.75;38.29;21.96
0.052021;2436.76;39.03;18.00
0.055021;2431.77;41.26;12.98
0.057021;2431.42;42.74;13.84
0.058021;2423.19;43.48;15.35
0.059021;2427.36;44.22;10.81
0.060021;2430.25;44.96;7.19
0.061021;2428.32;45.70;11.02
0.062021;2421.78;46.44;11.17
0.063021;2422.04;47.18;14.77
0.064021;2417.80;47.92;16.58
0.065021;2417.59;48.65;18.24
0.066021;2421.11;49.39;15.58
0.067021;2418.76;50.13;18.00
0.068021;2419.07;50.87;13.89
0.069021;2417.49;51.60;18.60
0.070021;2412.94;52.34;20.21
0.071021;2413.84;53.08;18.50
0.072021;2413.24;53.81;17.28
0.073021;2414.86;54.55;15.81
0.074021;2409.09;55.28;15.57
0.075021;2412.70;56.02;11.21
0.076021;2407.76;56.75;12.09
0.077021;2412.36;57.49;11.48
0.078021;2404.34;58.22;12.22
