sep=;
Device ID;LBR-0013797;;
Series No;0001
Shot No;0006

Time (s);Vel (fps);Dist (m);SNR
0.000000;2531.56;0.00;-
0.007021;2518.07;5.39;37.47
0.008021;2519.04;6.15;32.14
0.009021;2516.53;6.92;40.00
0.010021;2515.91;7.69;38.36
0.011021;2513.17;8.46;37.19
0.012021;2508.60;9.22;37.97
0.013021;2510.27;9.99;35.94
0.014021;2508.37;10.75;36.62
0.015021;2512.05;11.52;32.95
0.016021;2505.57;12.28;35.82
0.017021;2510.78;13.04;31.21
0.018021;2503.00;13.81;35.66
0.019021;2500.53;14.57;33.41
0.020021;2502.04;15.33;28.46
0.021021;2499.55;16.10;34.24
0.022021;2501.93;16.86;29.63
0.023021;2502.39;17.62;25.76
0.024021;2499.42;18.38;27.45
0.025021;2496.93;19.14;28.56
0.026021;2495.70;19.91;28.15
0.027021;2496.33;20.67;27.09
0.028021;2493.62;21.43;26.17
0.029021;2495.99;22.19;23.21
0.030021;2488.63;22.95;26.25
0.031021;2496.18;23.71;20.91
0.032021;2489.25;24.47;24.22
0.033021;2490.12;25.23;25.26
0.034021;2486.89;25.98;24.08
0.035021;2485.64;26.74;21.28
0.036021;2486.37;27.50;20.77
0.037021;2483.62;28.26;19.86
0.038021;2486.79;29.01;16.12
0.039021;2481.63;29.77;18.04
0.040021;2480.99;30.53;18.49
0.041021;2483.86;31.28;13.14
0.042021;2476.29;32.04;16.63
0.043021;2477.60;32.80;21.32
0.044021;2473.72;33.55;22.50
0.045021;2473.93;34.30;23.46
0.046021;2470.32;35.06;23.81
0.047021;2469.24;35.81;17.10
0.050021;2467.53;38.07;13.39
0.051021;2466.98;38.82;13.38
0.053021;2462.49;40.32;12.15
0.054021;2460.88;41.07;15.52
0.055021;2467.29;41.82;11.20
0.056021;2464.43;42.57;10.82
0.057021;2462.59;43.33;17.81
0.058021;2458.16;44.08;20.74
0.059021;2459.92;44.82;20.82
0.060021;2457.06;45.57;19.90
0.061021;2457.58;46.32;20.63
0.062021;2456.02;47.07;16.44
0.063021;2452.85;47.82;15.94
0.064021;2453.22;48.57;16.89
0.065021;2449.77;49.32;16.91
0.066021;2449.96;50.06;10.71
0.068021;2442.71;51.55;8.84
0.069021;2457.99;52.30;9.92
