sep=;
Device ID;LBR-0013797;;
Series No;0043
Shot No;0015

Time (s);Vel (fps);Dist (m);SNR
0.000000;2597.57;0.00;-
0.007021;2580.79;5.53;38.71
0.008021;2578.51;6.32;37.20
0.009021;2577.35;7.10;38.13
0.010021;2574.52;7.89;33.79
0.011021;2578.66;8.67;29.58
0.012021;2570.52;9.46;41.70
0.013021;2568.33;10.24;40.93
0.014021;2566.35;11.02;39.88
0.015021;2564.04;11.80;38.45
0.016021;2562.16;12.59;38.30
0.017021;2559.91;13.37;38.30
0.018021;2557.65;14.15;36.05
0.019021;2555.16;14.93;34.08
0.020021;2553.09;15.70;33.71
0.021021;2550.91;16.48;34.33
0.022021;2548.32;17.26;33.82
0.023021;2546.31;18.04;32.73
0.024021;2544.07;18.81;31.19
0.025021;2542.41;19.59;30.27
0.026021;2539.89;20.36;31.48
0.027021;2537.25;21.13;30.31
0.028021;2536.10;21.91;28.35
0.029021;2533.02;22.68;27.74
0.030021;2530.47;23.45;28.28
0.031021;2529.09;24.22;27.60
0.032021;2526.56;24.99;27.26
0.033021;2524.42;25.76;24.33
0.034021;2522.38;26.53;25.11
0.035021;2519.92;27.30;25.29
0.036021;2517.78;28.07;24.95
0.037021;2515.56;28.84;23.51
0.038021;2513.89;29.60;24.32
0.039021;2510.14;30.37;22.50
0.040021;2509.02;31.13;23.11
0.041021;2506.56;31.90;21.94
0.042021;2504.23;32.66;21.49
0.043021;2505.02;33.42;20.64
0.044021;2500.99;34.19;20.03
0.045021;2500.18;34.95;20.51
0.046021;2495.84;35.71;20.23
0.047021;2493.35;36.47;18.21
0.048021;2492.75;37.23;18.55
0.049021;2488.18;37.99;18.50
0.050021;2486.44;38.75;18.88
0.051021;2488.04;39.51;17.56
0.052021;2481.89;40.26;16.72
0.053021;2482.42;41.02;16.16
0.054021;2479.50;41.78;19.32
0.055021;2475.71;42.53;17.22
0.056021;2471.16;43.29;16.82
0.057021;2469.11;44.04;15.58
0.058021;2470.43;44.79;17.28
0.059021;2469.08;45.54;13.95
0.060021;2466.69;46.30;16.24
0.061021;2461.80;47.05;13.22
0.062021;2465.31;47.80;15.37
0.063021;2458.32;48.55;13.96
0.064021;2458.58;49.30;9.61
0.065021;2456.86;50.05;12.66
0.066021;2451.99;50.80;13.65
0.067021;2453.15;51.54;10.82
0.068021;2446.97;52.29;14.61
0.069021;2445.47;53.04;11.58
0.071021;2433.10;54.52;10.30
0.072021;2442.84;55.27;8.96
0.073021;2437.74;56.01;10.36
0.075021;2433.95;57.49;12.54
0.076021;2429.92;58.24;10.04
0.077021;2430.51;58.98;12.28
0.078021;2426.63;59.72;11.06
