sep=;
Device ID;LBR-0013797;;
Series No;0044
Shot No;0013

Time (s);Vel (fps);Dist (m);SNR
0.000000;2440.22;0.00;-
0.008021;2424.08;5.94;34.50
0.009021;2423.14;6.68;37.20
0.010021;2427.65;7.41;30.00
0.011021;2419.49;8.15;39.82
0.012021;2418.19;8.89;38.08
0.013021;2416.40;9.63;37.11
0.014021;2414.81;10.36;35.10
0.015021;2412.78;11.10;34.64
0.016021;2411.32;11.83;33.94
0.017021;2410.19;12.57;32.84
0.018021;2408.25;13.30;32.13
0.019021;2406.43;14.04;29.82
0.020021;2404.83;14.77;27.99
0.021021;2402.27;15.50;29.04
0.022021;2400.57;16.24;28.72
0.023021;2400.30;16.97;27.23
0.024021;2398.69;17.70;26.17
0.025021;2396.20;18.43;23.58
0.026021;2394.17;19.16;24.42
0.027021;2392.32;19.89;24.28
0.028021;2390.97;20.62;23.78
0.029021;2387.39;21.35;21.40
0.030021;2388.45;22.07;20.18
0.031021;2386.70;22.80;20.57
0.032021;2387.07;23.53;19.91
0.033021;2383.06;24.26;17.10
0.034021;2381.15;24.98;16.95
0.035021;2378.40;25.71;18.99
0.036021;2378.87;26.43;18.87
0.037021;2377.12;27.16;16.43
0.038021;2377.04;27.88;15.06
0.039021;2372.49;28.61;16.71
0.040021;2367.55;29.33;15.93
0.041021;2369.85;30.05;14.05
0.042021;2367.77;30.77;14.24
0.044021;2360.22;32.21;11.36
0.045021;2362.03;32.93;14.18
0.046021;2361.97;33.65;13.63
0.047021;2359.10;34.37;14.27
0.048021;2359.46;35.09;7.13
0.049021;2352.64;35.81;10.95
0.050021;2357.96;36.53;12.21
0.051021;2356.54;37.25;9.66
0.052021;2350.59;37.96;10.40
0.053021;2354.24;38.68;11.71
0.055021;2349.64;40.11;11.83
0.056021;2347.55;40.83;10.46
0.057021;2344.39;41.54;8.68
0.058021;2343.76;42.26;11.08
0.059021;2343.31;42.97;13.78
0.060021;2335.82;43.69;11.76
0.066021;2325.42;47.95;7.29
0.068021;2322.85;49.37;9.82
0.069021;2326.33;50.07;11.20
0.071021;2334.07;51.49;9.49
0.073021;2323.13;52.91;11.43
0.075021;2315.89;54.33;7.38
0.076021;2309.47;55.03;8.96
0.082021;2305.98;59.25;10.28
0.083021;2294.67;59.95;8.83
