sep=;
Device ID;LBR-0013797;;
Series No;0011
Shot No;0002

Time (s);Vel (fps);Dist (m);SNR
0.000000;2595.71;0.00;-
0.007021;2588.74;5.54;39.49
0.008021;2588.22;6.33;37.74
0.009021;2587.71;7.12;38.47
0.010021;2586.53;7.91;36.45
0.011021;2585.77;8.70;36.21
0.012021;2585.47;9.49;36.44
0.013021;2583.89;10.27;33.17
0.014021;2582.18;11.06;35.20
0.015021;2581.11;11.85;34.13
0.016021;2580.05;12.63;33.69
0.017021;2579.07;13.42;33.99
0.018021;2578.19;14.21;32.23
0.019021;2577.44;14.99;32.49
0.020021;2577.31;15.78;31.36
0.021021;2576.80;16.56;31.28
0.022021;2575.39;17.35;29.97
0.023021;2574.67;18.13;29.09
0.024021;2575.32;18.92;29.00
0.025021;2572.93;19.70;28.72
0.026021;2571.50;20.49;28.96
0.027021;2569.92;21.27;30.23
0.028021;2567.80;22.05;28.64
0.029021;2571.79;22.84;20.39
0.030021;2565.52;23.62;28.92
0.031021;2567.58;24.40;26.87
0.032021;2564.91;25.18;28.05
0.033021;2565.94;25.97;25.91
0.034021;2565.16;26.75;26.42
0.035021;2563.21;27.53;24.62
0.036021;2564.85;28.31;21.93
0.037021;2561.09;29.09;21.85
0.038021;2562.60;29.87;19.90
0.039021;2559.14;30.65;25.53
0.040021;2558.17;31.43;27.19
0.041021;2558.25;32.21;23.76
0.042021;2558.69;32.99;20.03
0.043021;2557.24;33.77;21.07
0.044021;2554.75;34.55;21.42
0.045021;2553.74;35.33;20.13
0.046021;2553.07;36.11;17.38
0.047021;2554.03;36.89;14.40
0.048021;2551.21;37.67;17.62
0.049021;2550.48;38.44;21.63
0.050021;2549.82;39.22;23.58
0.051021;2547.33;40.00;25.07
0.052021;2547.20;40.77;24.58
0.053021;2546.69;41.55;24.36
0.054021;2545.87;42.33;22.54
0.055021;2543.89;43.10;18.60
0.056021;2544.10;43.88;17.77
0.057021;2541.73;44.65;13.80
0.058021;2541.34;45.43;10.03
0.059021;2541.29;46.20;7.78
0.060021;2540.88;46.98;13.81
0.061021;2542.15;47.75;14.59
0.062021;2538.55;48.52;11.35
0.063021;2540.80;49.30;13.78
0.064021;2540.09;50.07;13.23
0.067021;2532.23;52.39;10.92
0.068021;2535.47;53.16;16.59
0.069021;2529.74;53.94;20.65
0.070021;2532.21;54.71;20.50
0.071021;2530.06;55.48;22.67
0.072021;2529.59;56.25;23.67
0.073021;2530.02;57.02;23.42
0.074021;2526.97;57.79;22.88
0.075021;2528.01;58.56;20.47
0.076021;2527.19;59.33;21.27
