sep=;
Device ID;LBR-0013797;;
Series No;0011
Shot No;0003

Time (s);Vel (fps);Dist (m);SNR
0.000000;2612.81;0.00;-
0.007021;2604.86;5.58;38.50
0.008021;2604.12;6.37;37.75
0.009021;2603.18;7.17;36.80
0.010021;2602.69;7.96;35.78
0.011021;2601.39;8.75;36.98
0.012021;2601.20;9.55;36.29
0.013021;2600.25;10.34;35.39
0.014021;2598.80;11.13;35.68
0.015021;2597.39;11.92;34.48
0.016021;2596.25;12.71;34.37
0.017021;2595.41;13.51;33.76
0.018021;2596.10;14.30;32.04
0.019021;2591.68;15.09;32.88
0.020021;2593.44;15.88;30.83
0.021021;2591.48;16.67;31.85
0.022021;2591.07;17.46;30.35
0.023021;2590.38;18.25;30.53
0.024021;2589.15;19.04;29.70
0.025021;2587.86;19.83;29.87
0.026021;2586.46;20.61;30.22
0.027021;2584.44;21.40;29.19
0.028021;2575.01;22.19;21.24
0.029021;2580.93;22.97;28.79
0.030021;2584.01;23.76;24.57
0.031021;2580.86;24.55;28.02
0.032021;2581.84;25.33;26.34
0.033021;2580.05;26.12;27.88
0.034021;2579.62;26.91;25.68
0.035021;2578.72;27.69;23.76
0.036021;2577.47;28.48;22.46
0.037021;2579.36;29.27;19.90
0.038021;2574.29;30.05;24.75
0.039021;2573.59;30.84;26.68
0.040021;2571.77;31.62;24.15
0.041021;2574.83;32.40;20.33
0.042021;2573.89;33.19;20.12
0.043021;2570.76;33.97;22.98
0.044021;2568.03;34.76;20.77
0.045021;2568.01;35.54;19.49
0.046021;2571.05;36.32;12.97
0.047021;2567.55;37.10;19.13
0.048021;2565.96;37.89;21.58
0.049021;2563.85;38.67;22.22
0.050021;2563.08;39.45;24.19
0.051021;2561.97;40.23;24.63
0.052021;2561.46;41.01;22.89
0.053021;2560.24;41.79;22.42
0.054021;2561.01;42.57;21.07
0.055021;2558.32;43.35;15.36
0.056021;2562.02;44.13;11.57
0.057021;2559.23;44.91;13.07
0.058021;2550.36;45.69;12.99
0.059021;2550.36;46.47;12.40
0.060021;2553.82;47.25;13.16
0.061021;2554.43;48.03;13.22
0.062021;2549.36;48.80;9.80
0.063021;2546.06;49.58;7.80
0.064021;2537.16;50.36;8.38
0.065021;2549.97;51.13;11.68
0.066021;2550.22;51.91;12.92
0.067021;2544.91;52.68;17.07
0.068021;2547.08;53.46;20.24
0.069021;2545.29;54.24;21.27
0.070021;2543.36;55.01;22.94
0.071021;2542.85;55.79;21.30
0.072021;2543.07;56.56;20.97
0.073021;2542.36;57.34;22.42
0.074021;2539.86;58.11;20.71
0.075021;2540.08;58.89;21.58
0.076021;2539.03;59.66;20.10
