sep=;
Device ID;LBR-0013797;;
Series No;0011
Shot No;0004

Time (s);Vel (fps);Dist (m);SNR
0.000000;2637.01;0.00;-
0.007021;2629.55;5.63;38.10
0.008021;2629.34;6.43;36.30
0.009021;2628.52;7.23;37.99
0.010021;2627.32;8.03;34.60
0.011021;2626.75;8.83;34.47
0.012021;2625.39;9.63;36.23
0.013021;2624.44;10.43;31.63
0.014021;2622.64;11.23;34.82
0.015021;2622.57;12.03;33.60
0.016021;2622.49;12.83;31.98
0.017021;2620.75;13.63;32.84
0.018021;2620.88;14.43;29.54
0.019021;2615.46;15.23;32.86
0.020021;2619.37;16.03;30.09
0.021021;2616.18;16.82;30.72
0.022021;2616.53;17.62;29.43
0.023021;2615.75;18.42;27.94
0.024021;2613.62;19.22;27.90
0.025021;2613.17;20.01;27.67
0.026021;2611.90;20.81;28.24
0.027021;2610.54;21.61;27.49
0.028021;2612.35;22.40;19.24
0.029021;2606.69;23.20;28.02
0.030021;2607.72;23.99;26.11
0.031021;2606.04;24.79;27.13
0.032021;2607.62;25.58;25.32
0.033021;2604.64;26.37;23.74
0.034021;2605.47;27.17;21.80
0.035021;2604.86;27.96;20.75
0.036021;2601.82;28.76;20.08
0.037021;2602.66;29.55;21.41
0.038021;2598.43;30.34;26.84
0.039021;2598.50;31.13;24.10
0.040021;2600.76;31.93;20.64
0.041021;2599.21;32.72;18.67
0.042021;2595.51;33.51;16.80
0.043021;2596.36;34.30;19.41
0.044021;2594.53;35.09;16.04
0.045021;2595.91;35.88;15.63
0.046021;2589.99;36.67;18.72
0.047021;2590.15;37.46;21.97
0.048021;2589.50;38.25;24.68
0.049021;2589.43;39.04;22.85
0.050021;2587.99;39.83;21.41
0.051021;2586.68;40.62;22.90
0.052021;2586.43;41.41;18.35
0.053021;2586.94;42.20;15.75
0.054021;2584.89;42.99;10.99
0.055021;2583.99;43.77;12.67
0.056021;2584.27;44.56;11.38
0.057021;2579.11;45.35;8.83
0.058021;2583.62;46.13;8.26
0.059021;2577.35;46.92;13.35
0.060021;2580.86;47.71;11.19
0.063021;2579.45;50.07;11.93
0.064021;2577.31;50.85;15.53
0.065021;2575.31;51.64;18.64
0.066021;2573.10;52.42;20.53
0.067021;2572.79;53.21;21.86
0.068021;2572.25;53.99;22.95
0.069021;2570.21;54.77;22.67
0.070021;2570.81;55.56;21.93
0.071021;2568.31;56.34;22.34
0.072021;2569.15;57.12;20.43
0.073021;2568.07;57.91;19.16
0.074021;2566.39;58.69;19.20
0.075021;2564.99;59.47;16.61
