sep=;
Device ID;LBR-0013797;;
Series No;0012
Shot No;0007

Time (s);Vel (fps);Dist (m);SNR
0.000000;2474.29;0.00;-
0.008021;2464.97;6.03;35.76
0.009021;2464.41;6.78;35.74
0.010021;2464.24;7.53;31.31
0.011021;2461.52;8.28;31.95
0.012021;2461.18;9.03;30.65
0.013021;2460.98;9.78;32.29
0.014021;2460.11;10.53;32.13
0.015021;2459.51;11.28;31.35
0.016021;2458.43;12.03;31.59
0.017021;2457.32;12.78;30.09
0.018021;2456.19;13.53;28.12
0.019021;2456.06;14.28;27.03
0.020021;2454.23;15.03;27.51
0.021021;2453.94;15.78;26.36
0.022021;2448.42;16.52;28.60
0.023021;2451.89;17.27;24.23
0.024021;2449.08;18.02;26.07
0.025021;2449.80;18.76;24.21
0.026021;2448.02;19.51;23.87
0.027021;2445.88;20.26;22.57
0.028021;2444.84;21.00;22.43
0.029021;2443.68;21.75;22.80
0.030021;2441.68;22.49;22.44
0.031021;2441.41;23.23;20.51
0.032021;2436.73;23.98;18.12
0.033021;2436.99;24.72;21.12
0.034021;2438.12;25.46;22.17
0.035021;2437.09;26.21;21.51
0.036021;2436.06;26.95;19.53
0.037021;2435.92;27.69;19.97
0.038021;2433.97;28.43;18.07
0.039021;2435.56;29.18;13.20
0.040021;2437.27;29.92;13.69
0.041021;2433.47;30.66;13.10
0.042021;2427.10;31.40;19.84
0.043021;2429.51;32.14;19.87
0.044021;2428.58;32.88;16.84
0.045021;2426.18;33.62;14.38
0.046021;2426.52;34.36;12.39
0.047021;2427.73;35.10;14.24
0.048021;2432.17;35.84;10.81
0.049021;2424.56;36.58;12.81
0.050021;2418.25;37.32;9.26
0.051021;2423.54;38.06;11.76
0.052021;2415.29;38.80;17.32
0.053021;2416.56;39.53;17.73
0.054021;2417.15;40.27;17.86
0.055021;2418.11;41.01;18.72
0.056021;2414.17;41.74;17.09
0.057021;2415.43;42.48;16.04
0.059021;2408.83;43.95;11.07
0.060021;2417.44;44.68;7.80
0.063021;2403.33;46.89;9.35
0.065021;2405.91;48.35;9.93
0.066021;2408.44;49.09;11.59
0.067021;2419.35;49.82;8.85
