sep=;
Device ID;LBR-0013797;;
Series No;0051
Shot No;0003

Time (s);Vel (fps);Dist (m);SNR
0.000000;2425.54;0.00;-
0.008021;2414.14;5.91;36.84
0.009021;2413.94;6.64;36.06
0.010021;2412.94;7.38;33.98
0.011021;2411.91;8.11;35.50
0.012021;2409.76;8.85;38.93
0.013021;2409.22;9.58;38.33
0.014021;2407.30;10.32;36.34
0.015021;2405.82;11.05;35.12
0.016021;2404.33;11.78;34.25
0.017021;2404.29;12.52;33.63
0.018021;2402.97;13.25;32.64
0.019021;2401.99;13.98;32.32
0.020021;2398.89;14.71;32.00
0.021021;2398.57;15.44;30.64
0.022021;2398.29;16.17;30.21
0.023021;2395.96;16.90;28.32
0.024021;2394.50;17.63;27.47
0.025021;2392.25;18.36;28.95
0.026021;2392.58;19.09;25.69
0.027021;2390.65;19.82;24.52
0.028021;2389.49;20.55;26.65
0.029021;2387.37;21.28;26.08
0.030021;2386.09;22.01;23.52
0.031021;2386.31;22.73;20.94
0.032021;2386.04;23.46;20.82
0.033021;2381.73;24.19;22.14
0.034021;2382.24;24.91;18.80
0.035021;2380.90;25.64;19.05
0.036021;2378.65;26.36;21.07
0.037021;2380.02;27.09;20.51
0.038021;2375.42;27.81;18.54
0.039021;2374.48;28.54;18.95
0.040021;2372.65;29.26;18.38
0.041021;2372.42;29.99;16.48
0.042021;2372.71;30.71;15.84
0.043021;2371.11;31.43;18.48
0.044021;2368.48;32.15;19.65
0.045021;2366.55;32.88;16.22
0.046021;2366.79;33.60;15.62
0.047021;2361.94;34.32;16.28
0.048021;2361.68;35.04;14.21
0.049021;2362.23;35.76;10.07
0.050021;2358.36;36.48;8.29
0.051021;2362.54;37.20;11.00
0.052021;2354.89;37.91;12.31
0.053021;2360.26;38.63;8.30
0.054021;2360.31;39.35;13.61
0.055021;2350.35;40.07;13.71
0.056021;2351.61;40.79;16.04
0.057021;2353.10;41.50;15.33
0.058021;2350.78;42.22;17.91
0.059021;2350.25;42.94;11.58
0.060021;2350.58;43.65;13.13
0.061021;2347.37;44.37;10.54
0.062021;2350.82;45.09;11.11
0.064021;2344.17;46.52;10.51
0.065021;2337.72;47.23;9.41
0.072021;2327.49;52.21;9.39
0.073021;2331.63;52.92;9.25
0.074021;2325.29;53.63;12.29
0.075021;2338.33;54.34;10.75
0.076021;2329.01;55.05;8.86
0.078021;2318.94;56.47;10.95
0.079021;2322.79;57.17;8.06
0.080021;2323.83;57.88;13.69
0.081021;2321.16;58.59;12.47
0.082021;2320.18;59.30;11.80
